OffspCollection	Kid	Pa	Ma	PopName	SpawnYear	FDR	Pvalue	LOD	P.Pr.C_Se_Se	P.Pr.Max	MaxP.Pr.Relat	TotPaNonExc	TotMaNonExc	TotUnkNonExc	TotPairsNonExc	KidMiss	PaMiss	MaMiss	MI.Kid.Pa	MI.Kid.Ma	MI.Trio	MendIncLoci
Shasta_Oki_14	K038921_?_4-12-14_148_2014	K030835_M_11-26-13_NB_2013	K030467_F_11-18-13_NB_2013	Shasta_Oki_11_12_13	2013	0.989418	0.999	2.807772	0.000012	0.821033	C_U_U	76	68	0	31	0	1	4	2	1	4	"Oki94903_192,Oki105385_521,Oki117144_64,Oki104569_261"
Shasta_Oki_14	K038841_?_4-4-14_156_2014	K030238_M_11-13-13_B_2013	K030167_F_11-7-13_NB_2013	Shasta_Oki_11_12_13	2013	0.994529	0.998	1.251787	0.000003	0.92403	C_U_U	149	104	0	9	0	0	1	1	0	4	"Oki109894_418,Oki96127_66,Oki104515_99,Oki104569_261"
Shasta_Oki_14	K038915_?_4-10-14_150_2014	K026831_M_11-20-12_B_2012	K026091_F_11-1-12_B_2012	Shasta_Oki_11_12_13	2012	0.999703	0.997	-4.18668	0	0.921337	C_U_U	108	63	0	2	0	0	4	2	2	4	"Oki124162_62,Oki116865_244,Oki107974_46,Oki113457_324"
Shasta_Oki_14	K038928_?_4-15-14_143_2014	K030085_M_11-6-13_B_2013	K031183_F_12-3-13_NB_2013	Shasta_Oki_11_12_13	2013	1.003934	0.995	3.549306	0.000025	0.84511	C_U_U	192	112	0	38	1	0	1	2	1	4	"Oki96127_66,Oki122593_430,Oki105105_245,Oki_afp4_10"
Shasta_Oki_14	K039211_?_6-19-14_87_2014	K024484_M_11-17-11_NB_2011	K024286_F_11-21-11_B_2011	Shasta_Oki_11_12_13	2011	1.010248	0.995	4.101819	0.000043	0.953668	C_U_U	202	158	0	52	0	0	1	1	0	3	"Oki109894_418,Oki104569_261,Oki109243_480"
Shasta_Oki_14	K039117_?_6-3-14_88_2014	K030664_M_11-26-13_NB_2013	K031050_F_12-3-13_NB_2013	Shasta_Oki_11_12_13	2013	1.016642	0.995	0.057218	0.000001	0.963036	C_U_U	58	29	0	5	1	1	2	2	1	3	"Oki106419_292,Oki129870_552,Oki_txnip_35"
Shasta_Oki_14	K038827_?_3-27-14_152_2014	K029988_M_11-4-13_B_2013	K030618_F_11-26-13_NB_2013	Shasta_Oki_11_12_13	2013	1.023117	0.995	0.460833	0.000001	0.939406	C_U_U	208	129	0	4	3	0	2	0	2	4	"Oki101119_1006,Oki107336_45,Oki131460_243,Oki131802_368"
Shasta_Oki_14	K039189_?_6-17-14_107_2014	K026763_M_11-20-12_B_2012	K026470_F_11-13-12_B_2012	Shasta_Oki_11_12_13	2012	1.028641	0.994	-6.829687	0	0.894625	C_U_U	39	28	0	1	0	4	0	2	2	4	"Oki_pigh_33,Oki120024_226,Oki102414_499,Oki109243_480"
Shasta_Oki_14	K039249_?_6-27-14_113_2014	K030426_M_11-21-13_B_2013	K031858_F_1-7-14_NB_2013	Shasta_Oki_11_12_13	2013	1.034235	0.993	-0.833342	0	0.811816	C_U_U	91	57	0	5	0	0	0	2	2	4	"Oki117815_369,Oki106479_278,Oki104519_45,Oki_nips_159"
Shasta_Oki_14	K039060_?_4-29-14_141_2014	K026676_M_11-13-12_B_2012	K026783_F_11-20-12_B_2012	Shasta_Oki_11_12_13	2012	1.038855	0.991	2.131907	0.000006	0.887837	C_U_U	193	145	0	10	1	0	8	1	1	3	"Oki105235_460,Oki111681_407,Oki114315_360"
Shasta_Oki_14	K039025_?_4-25-14_146_2014	K030251_M_11-1-13_NB_2013	K030973_F_11-26-13_NB_2013	Shasta_Oki_11_12_13	2013	1.043128	0.084	9.886669	0.013927	0.457107	C_U_U	147	130	0	7	0	0	1	1	1	3	"Oki105115_49,Oki107607_213,Oki104519_45"
Shasta_Oki_14	K038885_?_4-8-14_168_2014	K030051_M_11-1-13_NB_2013	K031858_F_1-7-14_NB_2013	Shasta_Oki_11_12_13	2013	1.045645	0.991	2.744402	0.000011	0.867797	C_U_U	124	109	0	20	0	0	0	2	1	4	"Oki111681_407,Oki128302_547,Oki_afp4_10,Oki_SClkF2R2_120"
Shasta_Oki_14	K038940_?_4-16-14_144_2014	K031233_M_12-10-13_NB_2013	K031781_F_12-31-13_NB_2013	Shasta_Oki_11_12_13	2013	1.048275	0.987	3.118864	0.000016	0.726771	C_U_Se	231	223	1	13	1	2	0	1	0	4	"Oki128851_185,Oki107336_45,Oki117144_64,Oki_SClkF2R2_120"
Shasta_Oki_14	K038904_?_4-9-14_148_2014	K030833_M_11-26-13_NB_2013	K029981_F_11-4-13_B_2013	Shasta_Oki_11_12_13	2013	1.055218	0.987	3.089671	0.000016	0.897117	C_U_U	432	322	0	17	3	1	0	1	0	4	"Oki105385_521,Oki125998_340,Oki130524_184,Oki_ins_167"
Shasta_Oki_14	K039135_?_6-7-14_105_2014	K030556_M_11-25-13_B_2013	K030485_F_11-26-13_B_2013	Shasta_Oki_11_12_13	2013	1.057948	0.983	2.215009	0.000007	0.953356	C_U_U	240	193	1	22	0	0	0	1	0	3	"Oki105235_460,Oki96376_63,Oki117742_259"
Shasta_Oki_14	K039200_?_6-18-14_99_2014	K030227_M_11-13-13_B_2013	K030824_F_11-26-13_NB_2013	Shasta_Oki_11_12_13	2013	1.062881	0.981	-0.507962	0	0.949134	C_U_U	113	102	0	4	0	7	1	2	2	3	"Oki105132_169,Oki_HGFA_311,Oki_itpa_85"
Shasta_Oki_14	K039209_?_6-19-14_105_2014	K035746_M_1-21-14_NB_2013	K030576_F_11-25-13_NB_2013	Shasta_Oki_11_12_13	2013	1.068972	0.98	5.29546	0.000143	0.720095	C_U_U	325	255	1	53	0	2	0	1	0	3	"Oki103271_161,Oki106479_278,Oki96376_63"
Shasta_Oki_14	K039232_?_6-24-14_107_2014	K030813_M_11-26-13_NB_2013	K031849_F_12-31-13_NB_2013	Shasta_Oki_11_12_13	2013	1.076244	0.98	6.294153	0.000389	0.807949	C_U_U	168	146	0	138	0	1	1	0	1	2	"Oki125998_340,Oki_afp4_10"
Shasta_Oki_14	K039123_?_6-5-14_100_2014	K024484_M_11-17-11_NB_2011	K025904_F_11-29-11_NB_2011	Shasta_Oki_11_12_13	2011	1.082509	0.979	4.451611	0.000062	0.764124	C_U_U	222	198	0	50	1	0	0	0	1	3	"Oki103577_70,Oki110064_418,Oki106172_60"
Shasta_Oki_14	K039157_?_6-10-14_102_2014	K031169_M_12-3-13_NB_2013	K035742_F_1-21-14_NB_2013	Shasta_Oki_11_12_13	2013	1.086635	0.976	2.214504	0.000007	0.950331	C_U_U	147	143	0	7	1	2	2	2	0	4	"Oki101554_359,Oki129870_552,Oki107607_213,Oki_HGFA_311"
Shasta_Oki_14	K038889_?_4-8-14_147_2014	K026313_M_11-7-12_B_2012	K026223_F_11-5-12_B_2012	Shasta_Oki_11_12_13	2012	1.094181	0.976	3.082461	0.000016	0.890029	C_U_U	141	121	0	15	1	0	0	1	1	4	"Oki_p53_20,Oki116865_244,Oki130524_184,Oki104569_261"
Shasta_Oki_14	K039130_?_6-6-14_103_2014	K026373_M_11-8-12_B_2012	K026208_F_11-6-12_NB_2012	Shasta_Oki_11_12_13	2012	1.100704	0.975	-1.065516	0	0.932459	C_U_U	319	265	0	3	0	0	7	0	1	4	"Oki_txnip_35,Oki104569_261,Oki113457_324,Oki_itpa_85"
Shasta_Oki_14	K039050_?_4-28-14_146_2014	K031823_M_12-31-13_NB_2013	K030597_F_12-2-13_B_2013	Shasta_Oki_11_12_13	2013	1.106181	0.973	2.33753	0.000007	0.937461	C_U_U	293	242	1	13	1	0	0	1	1	4	"Oki105115_49,Oki106479_278,Oki_hsc713_56,Oki106172_60"
Shasta_Oki_14	K039070_?_5-1-14_146_2014	K031866_M_1-7-14_NB_2013	K029953_F_10-28-13_NB_2013	Shasta_Oki_11_12_13	2013	1.112882	0.972	1.119261	0.000002	0.944364	C_U_U	156	126	0	4	1	0	0	1	1	4	"Oki118175_264,Oki101770_525,Oki104519_45,Oki_SClkF2R2_120"
Shasta_Oki_14	K038962_?_4-18-14_140_2014	K030015_M_10-30-13_NB_2013	K031884_F_1-7-14_NB_2013	Shasta_Oki_11_12_13	2013	1.119678	0.971	3.715536	0.00003	0.812034	C_U_U	84	71	0	40	0	1	0	0	1	3	"Oki101119_1006,Oki96158_278,Oki102414_499"
Shasta_Oki_14	K038860_?_4-7-14_145_2014	K026349_M_11-7-12_B_2012	K026338_F_11-7-12_B_2012	Shasta_Oki_11_12_13	2012	1.127733	0.971	4.507283	0.000065	0.629075	C_U_U	114	86	0	43	0	0	0	1	0	3	"Oki118654_330,Oki108505_331,Oki105105_245"
Shasta_Oki_14	K039102_?_6-2-14_97_2014	K026389_M_11-5-12_B_2012	K026871_F_11-26-12_B_2012	Shasta_Oki_11_12_13	2012	1.134735	0.97	3.772955	0.000031	0.916567	C_U_U	155	113	0	14	1	0	0	0	0	3	"Oki96127_66,Oki103577_70,Oki_txnip_35"
Shasta_Oki_14	K038987_?_4-22-14_154_2014	K031172_M_12-3-13_NB_2013	K031201_F_12-3-13_NB_2013	Shasta_Oki_11_12_13	2013	1.134769	0.963	4.17652	0.000047	0.78492	C_U_U	48	40	0	12	2	1	0	1	2	4	"Oki101119_1006,Oki116865_244,Oki106313_353,Oki_nips_159"
Shasta_Oki_14	K038939_?_4-16-14_133_2014	K030222_M_11-13-13_B_2013	K030072_F_11-6-13_B_2013	Shasta_Oki_11_12_13	2013	1.140739	0.961	-3.011543	0	0.820079	C_U_U	64	43	0	2	0	0	0	2	1	4	"Oki108505_331,Oki104569_261,Oki109243_480,Oki_nips_159"
Shasta_Oki_14	K039119_?_6-4-14_101_2014	K030029_M_10-30-13_NB_2013	K030995_F_11-26-13_NB_2013	Shasta_Oki_11_12_13	2013	1.143308	0.949	-2.40098	0	0.936902	C_U_U	50	50	0	2	1	0	1	0	2	4	"Oki109894_418,Oki101554_359,Oki130295_48,Oki_ins_167"
Shasta_Oki_14	K039199_?_6-18-14_103_2014	K026588_M_11-13-12_NB_2012	K026466_F_11-13-12_B_2012	Shasta_Oki_11_12_13	2012	1.145073	0.915	3.681304	0.000029	0.962936	C_U_U	205	137	0	9	0	0	0	0	0	4	"Oki110064_418,Oki96376_63,Oki_itpa_85,Oki_nips_159"
Shasta_Oki_14	K038980_?_4-19-14_145_2014	K030426_M_11-21-13_B_2013	K030800_F_11-26-13_NB_2013	Shasta_Oki_11_12_13	2013	1.146797	0.959	6.931521	0.000735	0.490455	C_U_U	320	217	0	130	0	0	1	0	0	3	"Oki117815_369,Oki101419_103,Oki125998_340"
Shasta_Oki_14	K039077_?_5-7-14_147_2014	K026145_M_10-29-12_NB_2012	K026470_F_11-13-12_B_2012	Shasta_Oki_11_12_13	2012	1.147309	0.931	4.582418	0.00007	0.692119	C_U_U	28	14	0	4	2	0	0	2	1	4	"Oki105407_161,Oki120024_226,Oki108505_331,Oki_nips_159"
Shasta_Oki_14	K039162_?_6-10-14_85_2014	K030520_M_11-25-13_B_2013	K030821_F_11-26-13_NB_2013	Shasta_Oki_11_12_13	2013	1.150235	0.912	5.296041	0.000143	0.370509	C_U_U	79	59	0	21	0	0	1	1	2	4	"Oki105115_49,Oki101419_103,Oki129870_552,Oki_hsc713_56"
Shasta_Oki_14	K039044_?_4-26-14_150_2014	K030084_M_11-6-13_B_2013	K030266_F_11-8-13_NB_2013	Shasta_Oki_11_12_13	2013	1.150847	0.941	2.663431	0.00001	0.594277	C_U_U	148	108	0	5	1	0	0	0	2	4	"Oki105115_49,Oki118152_314,Oki107336_45,Oki116362_411"
Shasta_Oki_14	K039175_?_6-11-14_98_2014	K030016_M_10-30-13_NB_2013	K031858_F_1-7-14_NB_2013	Shasta_Oki_11_12_13	2013	1.151904	0.949	4.527317	0.000066	0.806704	C_U_U	155	95	0	12	0	1	0	1	0	4	"Oki107336_45,Oki110064_418,Oki_txnip_35,Oki96376_63"
Shasta_Oki_14	K039071_?_5-2-14_139_2014	K030804_M_11-26-13_NB_2013	K030861_F_11-26-13_NB_2013	Shasta_Oki_11_12_13	2013	1.152409	0.928	-2.866423	0	0.968783	C_U_U	97	67	0	1	7	2	1	1	2	4	"Oki96127_66,Oki116865_244,Oki97954_228,Oki_SClkF2R2_120"
Shasta_Oki_14	K038985_?_4-22-14_138_2014	K024126_M_11-14-11_B_2011	K024180_F_11-17-11_B_2011	Shasta_Oki_11_12_13	2011	1.154892	0.837	1.003908	0.000002	0.915733	C_U_U	43	31	0	3	0	0	0	0	2	4	"Oki114448_101,Oki104569_261,Oki114315_360,Oki_nips_159"
Shasta_Oki_14	K039021_?_4-24-14_136_2014	K026749_M_11-20-12_B_2012	K026570_F_11-13-12_B_2012	Shasta_Oki_11_12_13	2012	1.155479	0.909	-2.000908	0	0.86724	C_U_U	38	40	0	1	0	0	0	2	2	4	"Oki94903_192,Oki_p53_20,Oki107607_213,Oki_afp4_10"
Shasta_Oki_14	K039029_?_4-25-14_138_2014	K030257_M_11-8-13_NB_2013	K030450_F_11-15-13_NB_2013	Shasta_Oki_11_12_13	2013	1.15605	0.845	5.214315	0.000132	0.718479	C_U_U	179	140	0	5	7	3	0	2	1	4	"Oki101119_1006,Oki118654_330,Oki102414_499,Oki113457_324"
Shasta_Oki_14	K038824_?_3-12-14_124_2014	K030030_M_10-31-13_NB_2013	K030576_F_11-25-13_NB_2013	Shasta_Oki_11_12_13	2013	1.156962	0.903	1.543748	0.000003	0.833674	C_U_U	137	103	0	2	3	4	0	0	1	4	"Oki101419_103,Oki118175_264,Oki127236_383,Oki114315_360"
Shasta_Oki_14	K039176_?_6-12-14_95_2014	K030227_M_11-13-13_B_2013	K031374_F_12-10-13_NB_2013	Shasta_Oki_11_12_13	2013	1.159281	0.833	4.716936	0.00008	0.814407	C_U_U	383	295	1	14	0	7	0	0	1	4	"Oki106419_292,Oki103713_182,Oki117043_374,Oki117742_259"
Shasta_Oki_14	K038994_?_4-22-14_145_2014	K026857_M_11-26-12_B_2012	K026853_F_11-26-12_B_2012	Shasta_Oki_11_12_13	2012	1.159653	0.862	-1.893956	0	0.955352	C_U_U	86	65	0	1	0	0	0	1	1	4	"Oki118152_314,Oki125998_340,Oki120024_226,Oki131460_243"
Shasta_Oki_14	K038833_?_4-1-14_145_2014	K026548_M_11-13-12_B_2012	K026787_F_11-20-12_B_2012	Shasta_Oki_11_12_13	2012	1.159901	0.855	4.068836	0.000042	0.870247	C_U_U	251	195	0	7	0	0	4	1	0	4	"Oki105115_49,Oki114448_101,Oki96376_63,Oki102457_67"
Shasta_Oki_14	K039224_?_6-20-14_100_2014	K030313_M_11-15-13_B_2013	K031737_F_12-31-13_NB_2013	Shasta_Oki_11_12_13	2013	1.161052	0.899	0.916391	0.000002	0.921655	C_U_U	175	125	0	2	0	0	7	1	1	4	"Oki114448_101,Oki110064_418,Oki_txnip_35,Oki130524_184"
Shasta_Oki_14	K039208_?_6-19-14_101_2014	K030257_M_11-8-13_NB_2013	K031035_F_11-20-13_NB_2013	Shasta_Oki_11_12_13	2013	1.169362	0.833	4.153836	0.000046	0.72131	C_U_U	126	91	0	7	0	3	1	0	2	4	"Oki103577_70,Oki124162_62,Oki111681_407,Oki117742_259"
Shasta_Oki_14	K039238_?_6-25-14_111_2014	K030586_M_11-25-13_B_2013	K031858_F_1-7-14_NB_2013	Shasta_Oki_11_12_13	2013	1.170415	0.899	5.253674	0.000137	0.931792	C_U_U	239	181	0	38	0	0	0	1	0	3	"Oki_HGFA_311,Oki_hsc713_56,Oki_ins_167"
Shasta_Oki_14	K039219_?_6-20-14_103_2014	K031729_M_12-16-13_NB_2013	K030972_F_11-26-13_NB_2013	Shasta_Oki_11_12_13	2013	1.174681	0.895	2.233771	0.000007	0.825274	C_U_U	196	149	1	5	1	0	1	0	2	4	"Oki103577_70,Oki_txnip_35,Oki107974_46,Oki_SClkF2R2_120"
Shasta_Oki_14	K038850_?_4-5-14_153_2014	K030051_M_11-1-13_NB_2013	K031201_F_12-3-13_NB_2013	Shasta_Oki_11_12_13	2013	1.177693	0.89	5.475432	0.000171	0.806426	C_U_U	99	77	1	15	0	0	0	2	0	4	"Oki125998_340,Oki105407_161,Oki109243_480,Oki114315_360"
Shasta_Oki_14	K039202_?_6-19-14_112_2014	K030251_M_11-1-13_NB_2013	K030590_F_12-2-13_B_2013	Shasta_Oki_11_12_13	2013	1.178087	0.883	2.170853	0.000006	0.932014	C_U_U	135	96	0	2	2	0	5	2	1	4	"Oki101554_359,Oki105235_460,Oki107336_45,Oki105407_161"
Shasta_Oki_14	K038844_?_4-5-14_143_2014	K024133_M_11-14-11_B_2011	K024762_F_12-5-11_NB_2011	Shasta_Oki_11_12_13	2011	1.17962	0.833	5.146293	0.000123	0.653142	C_U_U	286	252	0	10	1	0	0	2	1	4	"Oki116865_244,Oki130524_184,Oki106172_60,Oki105105_245"
Shasta_Oki_14	K038832_?_4-1-14_152_2014	K026609_M_11-13-12_NB_2012	K026783_F_11-20-12_B_2012	Shasta_Oki_11_12_13	2012	1.180505	0.819	-0.397013	0	0.852985	C_U_U	22	11	0	1	1	0	8	2	1	4	"Oki105385_521,Oki125998_340,Oki109243_480,Oki114315_360"
Shasta_Oki_14	K038975_?_4-19-14_149_2014	K029999_M_11-4-13_B_2013	K031206_F_12-10-13_NB_2013	Shasta_Oki_11_12_13	2013	1.182916	0.828	-0.555858	0	0.567938	C_Se_U	42	23	0	1	1	6	1	0	2	4	"Oki114448_101,Oki118175_264,Oki_rpo2j_235,Oki104569_261"
Shasta_Oki_14	K039221_?_6-20-14_107_2014	K030201_M_11-8-13_B_2013	K029955_F_10-28-13_NB_2013	Shasta_Oki_11_12_13	2013	1.185322	0.815	3.862568	0.000034	0.370803	C_U_U	148	114	0	7	0	0	0	2	0	4	"Oki106479_278,Oki96376_63,Oki130524_184,Oki106172_60"
Shasta_Oki_14	K039147_?_6-9-14_102_2014	K030100_M_11-7-13_B_2013	K030561_F_11-25-13_NB_2013	Shasta_Oki_11_12_13	2013	1.18876	0.81	4.680066	0.000077	0.67738	C_U_U	28	28	0	8	0	0	0	2	1	3	"Oki101419_103,Oki105385_521,Oki97954_228"
Shasta_Oki_14	K039140_?_6-9-14_93_2014	K026220_M_11-5-12_B_2012	K026835_F_11-20-12_B_2012	Shasta_Oki_11_12_13	2012	1.195223	0.807	4.693477	0.000078	0.924328	C_U_U	159	135	0	17	0	0	0	2	0	3	"Oki104515_99,Oki_hsc713_56,Oki105105_245"
Shasta_Oki_14	K039112_?_6-3-14_100_2014	K030076_M_11-6-13_B_2013	K035742_F_1-21-14_NB_2013	Shasta_Oki_11_12_13	2013	1.204795	0.806	8.67641	0.004193	0.607835	C_U_U	107	83	0	97	2	0	2	1	0	3	"Oki_txnip_35,Oki_gshpx_152,Oki113457_324"
Shasta_Oki_14	K039187_?_6-16-14_99_2014	K031233_M_12-10-13_NB_2013	K031206_F_12-10-13_NB_2013	Shasta_Oki_11_12_13	2013	1.216055	0.806	-0.637715	0	0.903223	C_U_U	103	81	0	1	0	2	1	1	2	4	"Oki128851_185,Oki129870_552,Oki118654_330,Oki104569_261"
Shasta_Oki_14	K038919_?_4-11-14_151_2014	K031864_M_1-7-14_NB_2013	K030284_F_11-8-13_NB_2013	Shasta_Oki_11_12_13	2013	1.222305	0.106	9.528449	0.009775	0.692695	C_U_U	198	177	0	8	0	0	0	1	1	3	"Oki103713_182,Oki_hsc713_56,Oki117742_259"
Shasta_Oki_14	K039191_?_6-18-14_101_2014	K030850_M_11-26-13_NB_2013	K030995_F_11-26-13_NB_2013	Shasta_Oki_11_12_13	2013	1.224481	0.804	4.680142	0.000077	0.81676	C_U_U	209	175	0	8	0	1	1	1	2	4	"Oki109894_418,Oki101554_359,Oki105407_161,Oki104519_45"
Shasta_Oki_14	K038942_?_4-16-14_148_2014	K024210_M_11-2-11_NB_2011	K024172_F_11-17-11_B_2011	Shasta_Oki_11_12_13	2011	1.236143	0.804	8.794633	0.004717	0.565751	C_U_U	151	144	0	59	4	0	0	1	0	2	"Oki128851_185,Oki104515_99"
Shasta_Oki_14	K039061_?_4-30-14_133_2014	K026844_M_11-26-12_B_2012	K026340_F_11-7-12_B_2012	Shasta_Oki_11_12_13	2012	1.23768	0.115	9.631783	0.010827	0.46901	C_U_U	172	88	0	2	1	0	0	1	0	3	"Oki114448_101,Oki96376_63,Oki107974_46"
Shasta_Oki_14	K039040_?_4-26-14_167_2014	K026221_M_11-5-12_B_2012	K026077_F_11-1-12_NB_2012	Shasta_Oki_11_12_13	2012	1.24182	0.8	10.753658	0.032517	0.544048	C_Si_Se	27	21	0	15	1	0	0	1	0	3	"Oki129870_552,Oki127236_383,Oki128302_547"
Shasta_Oki_14	K039088_?_5-30-14_85_2014	K030539_M_11-25-13_B_2013	K030561_F_11-25-13_NB_2013	Shasta_Oki_11_12_13	2013	1.250741	0.798	7.275675	0.001036	0.584122	C_U_U	305	217	1	40	1	1	0	0	0	3	"Oki103271_161,Oki96127_66,Oki107336_45"
Shasta_Oki_14	K038825_?_3-26-14_147_2014	K029959_M_10-29-13_NB_2013	K030062_F_11-6-13_B_2013	Shasta_Oki_11_12_13	2013	1.263004	0.798	7.722187	0.001619	0.663204	C_U_Se	141	119	0	12	4	0	0	1	0	4	"Oki129870_552,Oki107607_213,Oki102213_604,Oki_gshpx_152"
Shasta_Oki_14	K039165_?_6-11-14_101_2014	K030540_M_11-25-13_B_2013	K030588_F_12-2-13_B_2013	Shasta_Oki_11_12_13	2013	1.265663	0.784	0.265074	0.000001	0.585366	C_U_U	52	25	0	1	0	1	2	0	2	4	"Oki114587_309,Oki118152_314,Oki_txnip_35,Oki102414_499"
Shasta_Oki_14	K039172_?_6-11-14_105_2014	K030235_M_11-13-13_B_2013	K031056_F_?_NB_2013	Shasta_Oki_11_12_13	2013	1.267517	0.793	-0.46182	0	0.740869	C_U_U	120	94	0	1	0	0	3	1	1	4	"Oki124162_62,Oki125998_340,Oki_HGFA_311,Oki111681_407"
Shasta_Oki_14	K038843_?_4-5-14_148_2014	K024313_M_11-10-11_NB_2011	K024486_F_11-17-11_NB_2011	Shasta_Oki_11_12_13	2011	1.275186	0.782	1.516931	0.000003	0.70295	C_U_U	72	71	0	2	1	0	0	1	1	4	"Oki110064_418,Oki116362_411,Oki118175_264,Oki102414_499"
Shasta_Oki_14	K039237_?_6-25-14_94_2014	K024066_M_11-9-11_B_2011	K024436_F_12-5-11_B_2011	Shasta_Oki_11_12_13	2011	1.283256	0.779	6.128033	0.000329	0.801017	C_U_U	111	66	0	10	0	0	0	0	0	2	"Oki117815_369,Oki_gshpx_152"
