OffspCollection	Kid	Pa	Ma	PopName	SpawnYear	FDR	Pvalue	LOD	P.Pr.C_Se_Se	P.Pr.Max	MaxP.Pr.Relat	TotPaNonExc	TotMaNonExc	TotUnkNonExc	TotPairsNonExc	KidMiss	PaMiss	MaMiss	MI.Kid.Pa	MI.Kid.Ma	MI.Trio	MendIncLoci
Shasta_Oki_13	K038498_?_2-2-13_150_2013	K024171_M_11-17-11_B_2011	K024254_F_11-21-11_B_2011	Shasta_Oki_10_11_12	2011	0	0	19.45852	0.995092	0.995092	C_Se_Se	97	58	0	33	0	0	0	0	0	0	---
Shasta_Oki_13	K038518_?_4-10-13_134_2013	K024414_M_11-30-11_B_2011	K024351_F_11-29-11_B_2011	Shasta_Oki_10_11_12	2011	0	0	19.03537	0.992526	0.992526	C_Se_Se	170	114	0	40	1	0	0	0	0	0	---
Shasta_Oki_13	K038542_?_4-15-13_184_2013	K024397_M_11-29-11_B_2011	K024365_F_11-29-11_B_2011	Shasta_Oki_10_11_12	2011	0	0	21.70148	0.999477	0.999477	C_Se_Se	115	74	0	4	0	0	0	0	0	0	---
Shasta_Oki_13	K038714_?_4-17-13_165_2013	K024397_M_11-29-11_B_2011	K024365_F_11-29-11_B_2011	Shasta_Oki_10_11_12	2011	0	0	20.695239	0.99857	0.99857	C_Se_Se	115	63	0	15	0	0	0	0	0	0	---
Shasta_Oki_13	K038720_?_4-18-13_157_2013	K024269_M_11-21-11_B_2011	K024243_F_11-21-11_B_2011	Shasta_Oki_10_11_12	2011	0	0	21.575495	0.999407	0.999407	C_Se_Se	31	13	0	3	3	0	0	0	0	0	---
Shasta_Oki_13	K038722_?_4-18-13_157_2013	K024171_M_11-17-11_B_2011	K024254_F_11-21-11_B_2011	Shasta_Oki_10_11_12	2011	0	0	20.094187	0.997395	0.997395	C_Se_Se	41	32	0	17	1	0	0	0	0	0	---
Shasta_Oki_13	K038725_?_4-19-13_182_2013	K024397_M_11-29-11_B_2011	K024365_F_11-29-11_B_2011	Shasta_Oki_10_11_12	2011	0	0	20.875083	0.998805	0.998805	C_Se_Se	209	129	0	2	1	0	0	0	0	0	---
Shasta_Oki_13	K038731_?_4-19-13_148_2013	K024171_M_11-17-11_B_2011	K024254_F_11-21-11_B_2011	Shasta_Oki_10_11_12	2011	0	0	19.896703	0.996828	0.996828	C_Se_Se	65	51	0	16	2	0	0	0	0	0	---
Shasta_Oki_13	K038755_?_4-22-13_172_2013	K024061_M_11-9-11_B_2011	K024093_F_11-14-11_B_2011	Shasta_Oki_10_11_12	2011	0	0	18.742803	0.990011	0.990011	C_Se_Se	234	156	0	56	3	0	0	0	0	0	---
Shasta_Oki_13	K038763_?_4-23-13_164_2013	K024468_M_11-17-11_NB_2011	K024317_F_11-10-11_NB_2011	Shasta_Oki_10_11_12	2011	0	0	19.340908	0.994483	0.994483	C_Se_Se	10	10	0	6	3	0	0	0	0	0	---
