OffspCollection	Kid	Pa	Ma	PopName	SpawnYear	FDR	Pvalue	LOD	P.Pr.C_Se_Se	P.Pr.Max	MaxP.Pr.Relat	TotPaNonExc	TotMaNonExc	TotUnkNonExc	TotPairsNonExc	KidMiss	PaMiss	MaMiss	MI.Kid.Pa	MI.Kid.Ma	MI.Trio	MendIncLoci
Shasta_Oki_13	K038800_?_4-29-13_149_2013	K024454_M_12-5-11_B_2011	K024456_F_12-5-11_B_2011	Shasta_Oki_10_11_12	2011	0	0	20.329469	0.99794	0.99794	C_Se_Se	38	30	0	7	3	0	0	0	0	0	---
Shasta_Oki_13	K038760_?_4-23-13_166_2013	K024454_M_12-5-11_B_2011	K024456_F_12-5-11_B_2011	Shasta_Oki_10_11_12	2011	0.005211	0.001	20.124909	0.997473	0.997473	C_Se_Se	19	13	0	1	3	0	0	0	0	0	---
Shasta_Oki_13	K038778_?_4-26-13_160_2013	K024454_M_12-5-11_B_2011	K024456_F_12-5-11_B_2011	Shasta_Oki_10_11_12	2011	0.005645	0.001	18.110795	0.981371	0.981371	C_Se_Se	173	114	0	24	4	0	0	0	0	0	---
Shasta_Oki_13	K038717_?_4-18-13_169_2013	K024246_M_11-21-11_B_2011	K024274_F_11-21-11_B_2011	Shasta_Oki_10_11_12	2011	0.009032	0.002	18.375113	0.985635	0.985635	C_Se_Se	21	23	0	8	2	0	0	0	0	0	---
Shasta_Oki_13	K038748_?_4-22-13_167_2013	K024450_M_12-5-11_B_2011	K024433_F_12-5-11_B_2011	Shasta_Oki_10_11_12	2011	0.009678	0.002	18.281393	0.984246	0.984246	C_Se_Se	36	35	0	61	3	0	0	0	0	0	---
Shasta_Oki_13	K038497_?_1-29-13_146_2013	K024360_M_11-29-11_B_2011	K024399_F_11-29-11_B_2011	Shasta_Oki_10_11_12	2011	0.011955	0.003	17.309858	0.959428	0.959428	C_Se_Se	115	74	0	21	1	0	0	0	0	0	---
Shasta_Oki_13	K038805_?_4-30-13_142_2013	K024444_M_12-5-11_B_2011	K024437_F_12-5-11_B_2011	Shasta_Oki_10_11_12	2011	0.012702	0.003	18.569787	0.988146	0.988146	C_Se_Se	90	51	0	102	3	0	0	0	0	0	---
Shasta_Oki_13	K038810_?_5-1-13_162_2013	K024063_M_11-9-11_B_2011	K024345_F_11-29-11_B_2011	Shasta_Oki_10_11_12	2011	0.026345	0.007	18.041717	0.980065	0.980065	C_Se_Se	255	148	0	40	3	0	1	0	1	1	Oki110078_191
Shasta_Oki_13	K038532_?_4-12-13_162_2013	K024075_M_11-10-11_B_2011	K024078_F_11-10-11_B_2011	Shasta_Oki_10_11_12	2011	0.028523	0.008	16.835643	0.936378	0.936378	C_Se_Se	288	177	0	16	0	0	0	0	1	1	Oki107336_45
Shasta_Oki_13	K038802_?_4-30-13_154_2013	K024149_M_11-17-11_B_2011	K024457_F_11-17-11_NB_2011	Shasta_Oki_10_11_12	2011	0.067743	0.02	13.935405	0.447399	0.447399	C_Se_Se	86	62	0	3	3	0	0	0	0	2	"Oki102414_499,Oki_ins_167"
Shasta_Oki_13	K038784_?_4-27-13_166_2013	K024518_M_11-21-11_NB_2011	K025927_F_11-30-11_NB_2011	Shasta_Oki_10_11_12	2011	0.074195	0.023	16.804679	0.934508	0.934508	C_Se_Se	204	132	0	42	6	0	0	0	0	1	Oki_hsc713_56
Shasta_Oki_13	K038733_?_4-20-13_152_2013	K024409_M_11-30-11_B_2011	K025929_F_11-30-11_NB_2011	Shasta_Oki_10_11_12	2011	0.104694	0.034	15.587145	0.80854	0.80854	C_Se_Se	105	66	0	28	1	0	0	0	0	0	---
Shasta_Oki_13	K038723_?_4-18-13_143_2013	K024167_M_11-17-11_B_2011	K024287_F_11-21-11_B_2011	Shasta_Oki_10_11_12	2011	0.111924	0.038	12.617433	0.178117	0.309073	F_U	105	50	0	4	3	0	0	1	0	3	"Oki96127_66,Oki107607_213,Oki127236_383"
Shasta_Oki_13	K038806_?_4-30-13_145_2013	K024341_M_11-29-11_B_2011	K024399_F_11-29-11_B_2011	Shasta_Oki_10_11_12	2011	0.135487	0.048	15.709123	0.826716	0.826716	C_Se_Se	151	97	0	308	4	1	0	1	0	1	Oki_txnip_35
Shasta_Oki_13	K038761_?_4-23-13_136_2013	K024239_M_11-9-11_NB_2011	K024493_F_11-17-11_NB_2011	Shasta_Oki_10_11_12	2011	0.138196	0.051	14.786457	0.654723	0.654723	C_Se_Se	31	24	0	5	4	0	0	0	0	2	"Oki96127_66,Oki116362_411"
Shasta_Oki_13	K038768_?_4-24-13_149_2013	K024117_M_11-14-11_B_2011	K024385_F_11-29-11_B_2011	Shasta_Oki_10_11_12	2011	0.17978	0.069	11.753702	0.083717	0.385428	C_U_U	19	17	0	5	3	0	0	1	2	3	"Oki_arp_105,Oki116362_411,Oki_LWSop_554"
Shasta_Oki_13	K038736_?_4-20-13_139_2013	K024239_M_11-9-11_NB_2011	K024332_F_11-17-11_NB_2011	Shasta_Oki_10_11_12	2011	0.233338	0.093	8.12319	0.002416	0.527357	C_Se_U	48	36	0	1	6	0	0	0	1	4	"Oki96127_66,Oki124162_62,Oki107607_213,Oki125998_340"
Shasta_Oki_13	K038777_?_4-26-13_129_2013	K024495_M_11-17-11_NB_2011	K024053_F_11-9-11_B_2011	Shasta_Oki_10_11_12	2011	0.261629	0.112	12.523113	0.164726	0.522297	C_Se_U	90	40	0	20	4	0	0	0	0	1	Oki120024_226
Shasta_Oki_13	K038503_?_3-9-13_128_2013	K026675_M_11-13-12_B_2012	K026192_F_11-6-12_NB_2012	Shasta_Oki_10_11_12	2012	0.268554	0.111	7.090102	0.000861	0.706503	C_U_U	130	92	0	1	2	1	0	0	2	4	"Oki118152_314,Oki96158_278,Oki117043_374,Oki_HGFA_311"
Shasta_Oki_13	K038524_?_4-12-13_129_2013	K024463_M_11-17-11_NB_2011	K024493_F_11-17-11_NB_2011	Shasta_Oki_10_11_12	2011	0.268715	0.119	12.64905	0.182793	0.699914	C_Se_Si	13	9	0	1	0	0	0	0	1	4	"Oki109874_122,Oki118175_264,Oki130524_184,Oki_HGFA_311"
Shasta_Oki_13	K038780_?_4-26-13_184_2013	K024237_M_11-9-11_NB_2011	K024428_F_11-30-11_B_2011	Shasta_Oki_10_11_12	2011	0.319049	0.146	12.888933	0.221377	0.357284	C_Si_Se	210	129	0	170	3	0	0	0	0	2	"Oki111681_407,Oki114315_360"
Shasta_Oki_13	K038712_?_4-17-13_146_2013	K024122_M_11-14-11_B_2011	K024393_F_11-29-11_B_2011	Shasta_Oki_10_11_12	2011	0.332366	0.157	8.899186	0.005234	0.459021	C_U_Se	25	9	0	1	3	0	0	1	0	3	"Oki105235_460,Oki130524_184,Oki117286_291"
Shasta_Oki_13	K038713_?_4-17-13_151_2013	K024238_M_11-9-11_NB_2011	K025934_F_11-30-11_NB_2011	Shasta_Oki_10_11_12	2011	0.348981	0.17	9.674247	0.011292	0.334443	C_Si_Se	63	30	0	7	2	0	0	1	1	4	"Oki128757_232,Oki128851_185,Oki107607_213,Oki117742_259"
Shasta_Oki_13	K038785_?_4-27-13_166_2013	K024306_M_11-9-11_NB_2011	K024366_F_11-29-11_B_2011	Shasta_Oki_10_11_12	2011	0.468226	0.235	3.635302	0.000027	0.69829	C_U_U	116	71	0	1	0	0	0	2	1	4	"Oki101419_103,Oki106479_278,Oki118152_314,Oki124162_62"
Shasta_Oki_13	K038779_?_4-26-13_160_2013	K021228_M_11-8-10_?_2010	K021505_F_12-3-10_?_2010	Shasta_Oki_10_11_12	2010	0.548721	0.324	6.07046	0.000311	0.868298	C_U_U	148	92	0	1	3	0	0	1	0	3	"Oki114587_309,Oki125998_340,Oki_nips_159"
Shasta_Oki_13	K038752_?_4-22-13_153_2013	K024239_M_11-9-11_NB_2011	K024307_F_11-9-11_NB_2011	Shasta_Oki_10_11_12	2011	0.56279	0.324	8.970652	0.005619	0.618053	C_Se_Si	91	67	0	7	4	0	0	0	2	4	"Oki94903_192,Oki106479_278,Oki_txnip_35,Oki96376_63"
Shasta_Oki_13	K038533_?_4-13-13_133_2013	K024379_M_11-29-11_B_2011	K024153_F_11-17-11_B_2011	Shasta_Oki_10_11_12	2011	0.563237	0.291	11.029093	0.042391	0.479107	C_Si_Se	11	6	0	6	1	0	0	2	0	2	"Oki107607_213,Oki110078_191"
Shasta_Oki_13	K038745_?_4-22-13_154_2013	K026634_M_11-13-12_NB_2012	K026208_F_11-6-12_NB_2012	Shasta_Oki_10_11_12	2012	0.573072	0.313	8.376145	0.003109	0.838908	C_U_U	111	61	0	2	4	0	7	0	1	3	"Oki101770_525,Oki107607_213,Oki102213_604"
Shasta_Oki_13	K038742_?_4-20-13_154_2013	K024138_M_10-25-11_NB_2011	K024398_F_11-29-11_B_2011	Shasta_Oki_10_11_12	2011	0.575818	0.306	11.782978	0.08599	0.782164	C_Se_Si	46	26	0	20	3	0	0	0	1	3	"Oki103713_182,Oki118654_330,Oki131460_243"
Shasta_Oki_13	K038788_?_4-27-13_132_2013	K024327_M_11-10-11_NB_2011	K024474_F_11-17-11_NB_2011	Shasta_Oki_10_11_12	2011	0.575818	0.323	11.058346	0.043595	0.348284	C_Se_Si	150	90	0	68	3	0	0	0	0	2	"Oki117144_64,Oki106313_353"
Shasta_Oki_13	K038754_?_4-22-13_146_2013	K024472_M_11-17-11_NB_2011	K024093_F_11-14-11_B_2011	Shasta_Oki_10_11_12	2011	0.590784	0.375	11.641547	0.075505	0.413181	C_U_U	188	103	0	321	3	1	0	1	1	3	"Oki105132_169,Oki110064_418,Oki118654_330"
Shasta_Oki_13	K038757_?_4-23-13_155_2013	K025910_M_11-29-11_NB_2011	K024286_F_11-21-11_B_2011	Shasta_Oki_10_11_12	2011	0.601428	0.364	7.868427	0.001873	0.41171	C_U_Se	20	16	0	1	4	0	1	1	1	4	"Oki128757_232,Oki103713_182,Oki105407_161,Oki_SClkF2R2_120"
Shasta_Oki_13	K038516_?_4-10-13_152_2013	K024413_M_11-30-11_B_2011	K025939_F_11-30-11_NB_2011	Shasta_Oki_10_11_12	2011	0.601625	0.373	11.293808	0.054538	0.551407	C_U_U	140	114	0	65	4	0	0	1	0	2	"Oki107974_46,Oki127236_383"
Shasta_Oki_13	K038512_?_4-4-13_130_2013	K026828_M_11-20-12_B_2012	K026871_F_11-26-12_B_2012	Shasta_Oki_10_11_12	2012	0.622662	0.432	6.434912	0.000447	0.889465	C_U_U	89	80	0	4	0	0	0	1	0	3	"Oki109874_122,Oki97954_228,Oki102457_67"
Shasta_Oki_13	K038525_?_4-12-13_157_2013	K024425_M_11-30-11_B_2011	K024501_F_11-21-11_NB_2011	Shasta_Oki_10_11_12	2011	0.625086	0.406	9.016976	0.005884	0.370318	C_U_U	323	190	0	57	1	0	0	1	0	3	"Oki106479_278,Oki107974_46,Oki104519_45"
Shasta_Oki_13	K038515_?_4-5-13_110_2013	K026398_M_11-5-12_B_2012	K026129_F_10-29-12_NB_2012	Shasta_Oki_10_11_12	2012	0.626249	0.416	5.394257	0.000158	0.859534	C_U_U	236	146	0	5	0	0	0	1	0	3	"Oki110064_418,Oki129870_552,Oki_txnip_35"
Shasta_Oki_13	K038813_?_5-1-13_136_2013	K024062_M_11-9-11_B_2011	K024164_F_11-17-11_B_2011	Shasta_Oki_10_11_12	2011	0.628834	0.427	9.680415	0.011361	0.60943	C_U_U	95	61	0	14	3	0	0	0	1	2	"Oki114448_101,Oki122593_430"
Shasta_Oki_13	K038786_?_4-27-13_132_2013	K024091_M_11-10-11_B_2011	K024296_F_11-9-11_NB_2011	Shasta_Oki_10_11_12	2011	0.643561	0.456	7.966402	0.002066	0.484272	C_U_Se	13	23	0	6	3	0	0	1	0	3	"Oki101419_103,Oki_gshpx_152,Oki105105_245"
Shasta_Oki_13	K038774_?_4-25-13_151_2013	K024258_M_11-21-11_B_2011	K024088_F_11-10-11_B_2011	Shasta_Oki_10_11_12	2011	0.723056	0.523	8.619349	0.003961	0.312125	C_Se_U	230	160	0	19	4	0	0	0	2	2	"Oki101419_103,Oki130295_48"
Shasta_Oki_13	K038529_?_4-12-13_156_2013	K024173_M_11-17-11_B_2011	K025913_F_11-30-11_NB_2011	Shasta_Oki_10_11_12	2011	0.753305	0.556	7.70425	0.00159	0.655675	C_U_Se	74	56	0	8	0	0	0	1	0	3	"Oki118152_314,Oki128851_185,Oki_HGFA_311"
Shasta_Oki_13	K038791_?_4-27-13_149_2013	K024122_M_11-14-11_B_2011	K024396_F_11-29-11_B_2011	Shasta_Oki_10_11_12	2011	0.755598	0.58	5.938008	0.000272	0.803304	C_U_U	88	49	0	3	3	0	0	0	1	4	"Oki105132_169,Oki96127_66,Oki101554_359,Oki127760_301"
Shasta_Oki_13	K038511_?_4-4-13_141_2013	K024245_M_11-21-11_B_2011	K024289_F_11-21-11_B_2011	Shasta_Oki_10_11_12	2011	0.759767	0.729	4.179339	0.000047	0.843157	C_U_U	125	85	0	10	0	0	0	1	0	4	"Oki105115_49,Oki103577_70,Oki_HGFA_311,Oki122593_430"
Shasta_Oki_13	K038814_?_5-1-13_132_2013	K024248_M_11-21-11_B_2011	K025929_F_11-30-11_NB_2011	Shasta_Oki_10_11_12	2011	0.761161	1	2.234028	0.000007	0.909267	C_U_U	96	76	0	35	3	0	0	2	1	4	"Oki94903_192,Oki103271_161,Oki118654_330,Oki106172_60"
Shasta_Oki_13	K038817_?_5-2-13_149_2013	K024170_M_11-17-11_B_2011	K024391_F_11-29-11_B_2011	Shasta_Oki_10_11_12	2011	0.761792	0.596	5.876862	0.000256	0.892429	C_U_U	119	53	0	8	6	0	0	1	2	3	"Oki_arp_105,Oki97954_228,Oki131460_243"
Shasta_Oki_13	K038510_?_4-4-13_140_2013	K024306_M_11-9-11_NB_2011	K025939_F_11-30-11_NB_2011	Shasta_Oki_10_11_12	2011	0.767404	0.725	5.09568	0.000117	0.94003	C_U_U	169	105	0	13	0	0	0	1	1	3	"Oki105897_298,Oki127760_301,Oki106313_353"
Shasta_Oki_13	K038499_?_2-5-13_114_2013	K024230_M_11-4-11_NB_2011	K024164_F_11-17-11_B_2011	Shasta_Oki_10_11_12	2011	0.767757	0.578	3.378671	0.000021	0.671994	C_U_U	114	83	0	1	1	0	0	0	0	4	"Oki114448_101,Oki101554_359,Oki_gshpx_152,Oki111681_407"
Shasta_Oki_13	K038771_?_4-24-13_153_2013	K024213_M_11-2-11_NB_2011	K024069_F_11-9-11_B_2011	Shasta_Oki_10_11_12	2011	0.76981	0.75	6.437457	0.000449	0.702062	C_U_U	138	95	0	16	4	0	0	1	0	3	"Oki117144_64,Oki106172_60,Oki_nips_159"
Shasta_Oki_13	K038816_?_5-1-13_137_2013	K024110_M_11-14-11_B_2011	K024053_F_11-9-11_B_2011	Shasta_Oki_10_11_12	2011	0.76981	1	1.60559	0.000004	0.824877	C_U_U	190	107	0	24	3	0	0	0	1	4	"Oki101119_1006,Oki103271_161,Oki_HGFA_311,Oki109243_480"
Shasta_Oki_13	K038792_?_4-29-13_150_2013	K024492_M_11-17-11_NB_2011	K024366_F_11-29-11_B_2011	Shasta_Oki_10_11_12	2011	0.774209	0.72	8.355768	0.003046	0.505503	C_U_Se	154	101	0	10	4	1	0	2	0	3	"Oki106419_292,Oki104519_45,Oki_SClkF2R2_120"
Shasta_Oki_13	K038522_?_4-11-13_165_2013	K021441_M_11-29-10_?_2010	K021506_F_12-3-10_?_2010	Shasta_Oki_10_11_12	2010	0.775161	0.698	-0.019201	0.000001	0.532525	C_U_Se	52	34	0	1	1	5	0	1	0	4	"Oki94903_192,Oki128757_232,Oki101419_103,Oki_rpo2j_235"
Shasta_Oki_13	K038538_?_4-13-13_145_2013	K024170_M_11-17-11_B_2011	K024288_F_11-21-11_B_2011	Shasta_Oki_10_11_12	2011	0.776177	0.676	-2.085611	0	0.884922	C_U_U	14	8	0	1	3	0	0	2	2	4	"Oki_rpo2j_235,Oki_txnip_35,Oki97954_228,Oki105897_298"
Shasta_Oki_13	K038762_?_4-23-13_142_2013	K024197_M_10-31-11_NB_2011	K024390_F_11-29-11_B_2011	Shasta_Oki_10_11_12	2011	0.778658	1	3.995834	0.000039	0.541694	C_U_U	130	79	0	82	3	0	0	0	2	3	"Oki114587_309,Oki105235_460,Oki130524_184"
Shasta_Oki_13	K038738_?_4-20-13_139_2013	K024070_M_11-10-11_B_2011	K024303_F_11-9-11_NB_2011	Shasta_Oki_10_11_12	2011	0.779048	0.644	8.637239	0.004032	0.560751	C_U_Se	154	101	0	48	1	0	0	1	0	3	"Oki117815_369,Oki97954_228,Oki111681_407"
Shasta_Oki_13	K038513_?_4-4-13_139_2013	K024502_M_11-21-11_NB_2011	K024274_F_11-21-11_B_2011	Shasta_Oki_10_11_12	2011	0.779553	0.771	2.027771	0.000005	0.734004	C_U_U	15	13	0	1	0	0	0	1	2	4	"Oki118152_314,Oki_gshpx_152,Oki111681_407,Oki_ins_167"
Shasta_Oki_13	K038539_?_4-13-13_185_2013	K021412_M_11-19-10_?_2010	K021325_F_11-15-10_?_2010	Shasta_Oki_10_11_12	2010	0.780216	0.668	4.664675	0.000076	0.832997	C_U_U	122	81	0	14	0	0	0	1	0	4	"Oki110064_418,Oki116362_411,Oki117144_64,Oki127236_383"
Shasta_Oki_13	K038715_?_4-18-13_131_2013	K024423_M_11-30-11_B_2011	K025929_F_11-30-11_NB_2011	Shasta_Oki_10_11_12	2011	0.780895	0.634	8.221105	0.002663	0.653964	C_Se_U	152	109	0	38	0	0	0	0	0	4	"Oki_rpo2j_235,Oki120024_226,Oki117286_291,Oki114315_360"
Shasta_Oki_13	K038747_?_4-22-13_166_2013	K021078_M_11-1-10_?_2010	K021238_F_11-12-10_?_2010	Shasta_Oki_10_11_12	2010	0.782435	0.693	4.455692	0.000062	0.400887	U_F	103	58	0	6	3	0	0	0	1	4	"Oki105385_521,Oki118654_330,Oki97954_228,Oki109243_480"
Shasta_Oki_13	K038527_?_4-12-13_130_2013	K024082_M_11-10-11_B_2011	K024266_F_11-21-11_B_2011	Shasta_Oki_10_11_12	2011	0.784511	0.718	2.773812	0.000012	0.626883	C_U_U	60	55	0	3	0	0	0	1	2	4	"Oki106419_292,Oki109874_122,Oki106313_353,Oki114315_360"
Shasta_Oki_13	K038769_?_4-24-13_156_2013	K026652_M_11-13-12_NB_2012	K026780_F_11-20-12_B_2012	Shasta_Oki_10_11_12	2012	0.786925	0.999	-2.338015	0	0.40922	C_U_U	81	62	0	3	7	0	0	1	2	4	"Oki106419_292,Oki101554_359,Oki107607_213,Oki105105_245"
Shasta_Oki_13	K038820_?_5-7-13_144_2013	K024453_M_12-5-11_B_2011	K024766_F_12-5-11_NB_2011	Shasta_Oki_10_11_12	2011	0.791527	0.666	4.066927	0.000042	0.839346	C_U_U	135	86	0	9	0	0	0	2	1	3	"Oki_txnip_35,Oki106172_60,Oki_nips_159"
Shasta_Oki_13	K038821_?_5-7-13_155_2013	K024122_M_11-14-11_B_2011	K024291_F_11-9-11_NB_2011	Shasta_Oki_10_11_12	2011	0.792847	0.632	4.752448	0.000083	0.456236	C_U_Se	54	29	0	4	2	0	0	0	0	3	"Oki96158_278,Oki127236_383,Oki105105_245"
Shasta_Oki_13	K038504_?_3-9-13_129_2013	K024122_M_11-14-11_B_2011	K024069_F_11-9-11_B_2011	Shasta_Oki_10_11_12	2011	0.796183	0.999	1.224146	0.000002	0.876924	C_U_U	115	74	0	26	0	0	0	0	1	3	"Oki106419_292,Oki105385_521,Oki107974_46"
Shasta_Oki_13	K038773_?_4-25-13_145_2013	K024213_M_11-2-11_NB_2011	K024183_F_11-17-11_B_2011	Shasta_Oki_10_11_12	2011	0.805661	0.999	-0.093247	0.000001	0.812373	C_U_U	65	36	0	9	3	0	0	2	0	4	"Oki110064_418,Oki102414_499,Oki105897_298,Oki117144_64"
Shasta_Oki_13	K038530_?_4-12-13_179_2013	K024095_M_11-14-11_B_2011	K024445_F_12-5-11_B_2011	Shasta_Oki_10_11_12	2011	0.810135	0.873	6.501271	0.000478	0.338686	C_U_U	86	64	0	28	0	0	0	1	1	4	"Oki107336_45,Oki104515_99,Oki97954_228,Oki114315_360"
Shasta_Oki_13	K038520_?_4-10-13_127_2013	K024518_M_11-21-11_NB_2011	K024183_F_11-17-11_B_2011	Shasta_Oki_10_11_12	2011	0.814552	0.998	2.186178	0.000006	0.873607	C_U_U	213	130	0	16	0	0	0	0	0	4	"Oki_pigh_33,Oki104515_99,Oki127236_383,Oki122593_430"
Shasta_Oki_13	K038798_?_4-29-13_129_2013	K024299_M_11-9-11_NB_2011	K024180_F_11-17-11_B_2011	Shasta_Oki_10_11_12	2011	0.819506	0.871	3.451704	0.000023	0.755008	C_U_U	91	64	0	8	3	0	0	0	1	4	"Oki101119_1006,Oki107607_213,Oki_gshpx_152,Oki113457_324"
Shasta_Oki_13	K038796_?_4-29-13_149_2013	K024228_M_11-4-11_NB_2011	K025934_F_11-30-11_NB_2011	Shasta_Oki_10_11_12	2011	0.822007	0.995	2.741707	0.000011	0.920349	C_U_U	107	65	0	27	3	1	0	0	2	4	"Oki105385_521,Oki104569_261,Oki127760_301,Oki114315_360"
Shasta_Oki_13	K038528_?_4-12-13_153_2013	K025932_M_11-30-11_NB_2011	K024272_F_11-21-11_B_2011	Shasta_Oki_10_11_12	2011	0.824369	0.864	1.855935	0.000005	0.890911	C_U_U	44	37	0	4	6	0	0	2	2	4	"Oki109894_418,Oki116362_411,Oki_rpo2j_235,Oki106172_60"
Shasta_Oki_13	K038776_?_4-25-13_153_2013	K021296_M_11-12-10_?_2010	K021513_F_12-3-10_?_2010	Shasta_Oki_10_11_12	2010	0.824533	0.852	0.241924	0.000001	0.720993	C_U_U	17	14	0	1	3	0	0	1	2	4	"Oki102457_67,Oki105105_245,Oki117742_259,Oki_SClkF2R2_120"
Shasta_Oki_13	K038728_?_4-19-13_155_2013	K021441_M_11-29-10_?_2010	K021395_F_11-19-10_?_2010	Shasta_Oki_10_11_12	2010	0.827137	0.989	-4.984557	0	0.96218	C_U_U	69	33	0	1	3	5	0	1	2	4	"Oki101554_359,Oki103577_70,Oki96158_278,Oki_SClkF2R2_120"
Shasta_Oki_13	K038526_?_4-12-13_147_2013	K024077_M_11-10-11_B_2011	K024083_F_11-10-11_B_2011	Shasta_Oki_10_11_12	2011	0.82961	0.845	4.41538	0.000059	0.378389	C_U_U	46	39	0	6	0	0	0	2	0	4	"Oki_rpo2j_235,Oki120024_226,Oki_hsc713_56,Oki113457_324"
Shasta_Oki_13	K038790_?_4-27-13_145_2013	K026130_M_10-29-12_NB_2012	K026367_F_10-19-12_NB_2012	Shasta_Oki_10_11_12	2012	0.830851	0.834	7.045751	0.000824	0.900025	C_U_U	159	111	0	58	3	0	0	1	0	2	"Oki107336_45,Oki_HGFA_311"
Shasta_Oki_13	K038744_?_4-22-13_146_2013	K024406_M_11-30-11_B_2011	K024493_F_11-17-11_NB_2011	Shasta_Oki_10_11_12	2011	0.835783	0.987	4.324643	0.000054	0.37792	C_U_U	70	43	0	28	3	0	0	1	1	4	"Oki101419_103,Oki107336_45,Oki105407_161,Oki127760_301"
Shasta_Oki_13	K038815_?_5-1-13_147_2013	K026076_M_11-1-12_NB_2012	K026783_F_11-20-12_B_2012	Shasta_Oki_10_11_12	2012	0.841823	0.932	4.093456	0.000043	0.800123	C_U_U	188	124	0	6	3	0	8	1	0	4	"Oki105115_49,Oki113457_324,Oki117286_291,Oki105105_245"
Shasta_Oki_13	K038823_?_5-10-13_147_2013	K026810_M_11-20-12_B_2012	K026208_F_11-6-12_NB_2012	Shasta_Oki_10_11_12	2012	0.844647	0.985	0.402906	0.000001	0.963678	C_U_U	176	78	0	4	3	0	7	2	1	4	"Oki118654_330,Oki97954_228,Oki102414_499,Oki106172_60"
Shasta_Oki_13	K038734_?_4-20-13_157_2013	K026456_M_11-13-12_B_2012	K026378_F_11-8-12_B_2012	Shasta_Oki_10_11_12	2012	0.845876	0.924	2.863443	0.000013	0.865595	C_U_U	76	47	0	5	1	0	0	1	1	4	"Oki114448_101,Oki101419_103,Oki96158_278,Oki117286_291"
Shasta_Oki_13	K038730_?_4-19-13_151_2013	K021270_M_11-12-10_?_2010	K021183_F_11-8-10_?_2010	Shasta_Oki_10_11_12	2010	0.853739	0.983	-3.544332	0	0.876211	C_U_U	111	72	0	3	1	0	0	1	2	4	"Oki101419_103,Oki106479_278,Oki130524_184,Oki104519_45"
Shasta_Oki_13	K038770_?_4-24-13_137_2013	K021068_M_11-1-10_?_2010	K021305_F_11-12-10_?_2010	Shasta_Oki_10_11_12	2010	0.854813	0.959	-4.311929	0	0.963683	C_U_U	40	33	0	1	2	1	1	2	2	4	"Oki114448_101,Oki110078_191,Oki120024_226,Oki_afp4_10"
