NMFS_ID,PCRloc'n,DNAloc'n,rBOXloc,PIT/Tag#,SEX(GHpsi),SEX,PIT_ID,Pop_ID,Status,FishKey_Reach,Remarks,WATERSHED,TRIB_1,TRIB_2,WATER_NAME,HATCHERY,Strain/Mark,Analysis,CrossRef,LENGTH,WEIGHT,Age,SpawnWinter,BirthYear,Notes,Hatchery.Status,STD_Date,CollectionDate,Collection Year,Lifestage,SampleID,Panel,Cross_Ref
K029999,KJY/12G,K402/12G,12G,,,M,,M_13M,"broodstock, matrix v1 110713",spawned/mort as of 11/9/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,640,,,W1314,2010,Broodstock.,B,2013_1104,11/4/13,2013,ADULT,13M,STv3,K029999_K402_KJY_12G
K030000,KJY/12H,K402/12H,12H,,,M,,M_14M,"broodstock, matrix v1 110713",spawned/mort as of 11/9/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,740,,,W1314,2010,Broodstock.,B,2013_1104,11/4/13,2013,ADULT,14M,STv3,K030000_K402_KJY_12H
K030001,KJZ_01A,K403_01A,1A,5257,,M,,,,rest of plate typed STv3,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,700,,,W1314,2010,Non-broodstock.,NB,2013_1029,10/29/13,2013,ADULT,102913-53,STv6_HS_runSept2014,_K403_KJZ_1A_partial_10A
K030002,KJZ/01B,K403/01B,1B,13,,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,690,,,W1314,2010,Non-broodstock.,NB,2013_1029,10/29/13,2013,ADULT,102913-63,STv3,K030002_K403_KJZ_1B
K030003,KJZ/01C,K403/01C,1C,4450,,F,,F_69F,"broodstock, matrix v3",spawned/mort as of 11/15/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,670,,,W1314,2010,Non-broodstock. Recap.,NB,2013_1029,10/29/13,2013,ADULT,69F/102913-64,STv3,K030003_K403_KJZ_1C
K030004,KJZ/01D,K403/01D,1D,1402,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,690,,,W1314,2010,Non-broodstock.,NB,2013_1029,10/29/13,2013,ADULT,102913-65,STv3,K030004_K403_KJZ_1D
K030005,KJZ/01E,K403/01E,1E,1401,,F,,F_87F,"broodstock, matrix v4",spawned/mort/release as of 11/22/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,710,,,W1314,2010,Non-broodstock.,NB,2013_1029,10/29/13,2013,ADULT,87F/102913-71,STv3,K030005_K403_KJZ_1E
K030006,KJZ/01F,K403/01F,1F,1400,,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,700,,,W1314,2010,Non-broodstock.,NB,2013_1029,10/29/13,2013,ADULT,102913-80,STv3,K030006_K403_KJZ_1F
K030007,KJZ/01G,K403/01G,1G,1399,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,520,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,103013-1,STv3,K030007_K403_KJZ_1G
K030008,KJZ/01H,K403/01H,1H,1398,,M,,M_58M,"broodstock, matrix v2",spawned/mort as of 11/12/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,650,,,W1314,2010,Non-broodstock. Recap.,NB,2013_1030,10/30/13,2013,ADULT,58M/103013-2,STv3,K030008_K403_KJZ_1H
K030009,KJZ/02A,K403/02A,2A,181397,,M,,M_179M,"broodstock, matrix v5",spawned/mort/release as of 11/22/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,700,,,W1314,2010,Non-broodstock. Recap.,NB,2013_1030,10/30/13,2013,ADULT,179M/103013-5,STv3,K030009_K403_KJZ_2A
K030010,KJZ/02B,K403/02B,2B,1396,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,700,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,103013-6,STv3,K030010_K403_KJZ_2B
K030011,KJZ/02C,K403/02C,2C,1395,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,740,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,103013-7,STv3,K030011_K403_KJZ_2C
K030012,KJZ/02D,K403/02D,2D,1394,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,730,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,103013-8,STv3,K030012_K403_KJZ_2D
K030013,KJZ/02E,K403/02E,2E,9978,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,690,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,103013-12,STv3,K030013_K403_KJZ_2E
K030014,KJZ/02F,K403/02F,2F,9904,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,520,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,103013-13,STv3,K030014_K403_KJZ_2F
K030015,KJZ/02G,K403/02G,2G,9919,,M,,M_111M,"broodstock, matrix v4",spawned/mort/release as of 11/20/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,nm,,,700,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,111M/103013-15,STv3,K030015_K403_KJZ_2G
K030016,KJZ/02H,K403/02H,2H,9947,,M,,M_65M,"broodstock, matrix v2",spawned/mort as of 11/12/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,740,,,W1314,2010,Non-broodstock. Recap.,NB,2013_1030,10/30/13,2013,ADULT,65M/103013-16,STv3,K030016_K403_KJZ_2H
K030017,KJZ/03A,K403/03A,3A,9955,,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,680,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,103013-17,STv3,K030017_K403_KJZ_3A
K030018,KJZ/03B,K403/03B,3B,9958,,F,,F_170F,"broodstock, matrix v7",spawned/mort/release as of 12/3/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,550,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,103013-18,STv3,K030018_K403_KJZ_3B
K030019,KJZ/03C,K403/03C,3C,9967,,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,720,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,103013-28,STv3,K030019_K403_KJZ_3C
K030020,KJZ/03D,K403/03D,3D,9906,,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,670,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,103013-29,STv3,K030020_K403_KJZ_3D
K030021,KJZ/03E,K403/03E,3E,9952,,F,,F_91F,"broodstock, matrix v4",spawned/mort/release as of 11/22/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,670,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,91F/103013-30,STv3,K030021_K403_KJZ_3E
K030022,KJZ/03F,K403/03F,3F,9909,,M,,M_53M,"broodstock, matrix v2",spawned/mort as of 11/15/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,710,,,W1314,2010,Non-broodstock. Recap.,NB,2013_1030,10/30/13,2013,ADULT,53M/103013-38,STv3,K030022_K403_KJZ_3F
K030023,KJZ/03G,K403/03G,3G,9920,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,720,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,103013-48,STv3,K030023_K403_KJZ_3G
K030024,KJZ/03H,K403/03H,3H,3857,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,670,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,103013-49,STv3,K030024_K403_KJZ_3H
K030025,KJZ/04A,K403/04A,4A,3828,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,650,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,103013-71,STv3,K030025_K403_KJZ_4A
K030026,KJZ/04B,K403/04B,4B,3846,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,720,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,103013-91,STv3,K030026_K403_KJZ_4B
K030027,KJZ/04C,K403/04C,4C,3827,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,580,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,103013-102,STv3,K030027_K403_KJZ_4C
K030028,KJZ/04D,K403/04D,4D,3838,,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,580,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,103013-104,STv3,K030028_K403_KJZ_4D
K030029,KJZ/04E,K403/04E,4E,3784,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,780,,,W1314,2010,Non-broodstock.,NB,2013_1030,10/30/13,2013,ADULT,103013-114,STv3,K030029_K403_KJZ_4E
K030030,KJZ/04F,K403/04F,4F,3848,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,740,,,W1314,2010,Non-broodstock.,NB,2013_1031,10/31/13,2013,ADULT,103113-52,STv3,K030030_K403_KJZ_4F
K030031,KJZ/04G,K403/04G,4G,3824,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,nm,,,720,,,W1314,2010,Non-broodstock.,NB,2013_1031,10/31/13,2013,ADULT,103113-53,STv3,K030031_K403_KJZ_4G
K030032,KJZ/04H,K403/04H,4H,3853,,F,,F_54F,"broodstock, matrix v2",spawned/mort/release as of 11/20/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,670,,,W1314,2010,Non-broodstock. Recap.,NB,2013_1031,10/31/13,2013,ADULT,54F/103113-54,STv3,K030032_K403_KJZ_4H
K030033,KJZ/05A,K403/05A,5A,3825,,M,,M_43M,"broodstock, matrix v2",spawned/mort as of 11/12/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,nm,,,660,,,W1314,2010,Non-broodstock. Recap.,NB,2013_1031,10/31/13,2013,ADULT,43M/103113-63,STv3,K030033_K403_KJZ_5A
K030034,KJZ/05B,K403/05B,5B,3808,,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,680,,,W1314,2010,Non-broodstock.,NB,2013_1031,10/31/13,2013,ADULT,103113-64,STv3,K030034_K403_KJZ_5B
K030035,KJZ/05C,K403/05C,5C,3773,,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,670,,,W1314,2010,Non-broodstock.,NB,2013_1031,10/31/13,2013,ADULT,103113-65,STv3,K030035_K403_KJZ_5C
K030036,KJZ/05D,K403/05D,5D,3805,,M,,M_36MJ,"broodstock, matrix v2","same as 36M? If so, spawned/mort as of 11/13/13",,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,470,,,W1314,2010,Non-broodstock. Recap.,NB,2013_1031,10/31/13,2013,ADULT,36MJ/103113-66,STv3,K030036_K403_KJZ_5D
K030037,KJZ/05E,K403/05E,5E,3806,,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,700,,,W1314,2010,Non-broodstock.,NB,2013_1031,10/31/13,2013,ADULT,103113-67,STv3,K030037_K403_KJZ_5E
K030038,KJZ/05F,K403/05F,5F,3781,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,430,,,W1314,2010,Non-broodstock.,NB,2013_1031,10/31/13,2013,ADULT,103113-81,STv3,K030038_K403_KJZ_5F
K030039,KJZ/05G,K403/05G,5G,3855,,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,610,,,W1314,2010,Non-broodstock.,NB,2013_1031,10/31/13,2013,ADULT,103113-82,STv3,K030039_K403_KJZ_5G
K030040,KJZ/05H,K403/05H,5H,3785,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,690,,,W1314,2010,Non-broodstock.,NB,2013_1031,10/31/13,2013,ADULT,103113-83,STv3,K030040_K403_KJZ_5H
K030041,KJZ/06A,K403/06A,6A,3850,,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,730,,,W1314,2010,Non-broodstock.,NB,2013_1031,10/31/13,2013,ADULT,103113-84,STv3,K030041_K403_KJZ_6A
K030042,KJZ/06B,K403/06B,6B,3863,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,730,,,W1314,2010,Non-broodstock.,NB,2013_1031,10/31/13,2013,ADULT,103113-85,STv3,K030042_K403_KJZ_6B
K030043,KJZ/06C,K403/06C,6C,3777,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,740,,,W1314,2010,Non-broodstock.,NB,2013_1031,10/31/13,2013,ADULT,103113-106,STv3,K030043_K403_KJZ_6C
K030044,KJZ/06D,K403/06D,6D,3799,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,780,,,W1314,2010,Non-broodstock.,NB,2013_1031,10/31/13,2013,ADULT,103113-111,STv3,K030044_K403_KJZ_6D
K030045,KJZ/06E,K403/06E,6E,3807,,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,660,,,W1314,2010,Non-broodstock.,NB,2013_1031,10/31/13,2013,ADULT,103113-112,STv3,K030045_K403_KJZ_6E
K030046,KJZ/06F,K403/06F,6F,3821,,M,,,,"recap, not in a matrix, spawn/mort/release as of 11/20/13",,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,730,,,W1314,2010,Non-broodstock.,NB,2013_1031,10/31/13,2013,ADULT,103113-119,STv3,K030046_K403_KJZ_6F
K030047,KJZ/06G,K403/06G,6G,3837,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,530,,,W1314,2010,Non-broodstock.,NB,2013_1101,11/1/13,2013,ADULT,110113-36,STv3,K030047_K403_KJZ_6G
K030048,KJZ/06H,K403/06H,6H,143817,,M,,M_178M,"broodstock, matrix v5",spawned/mort/release as of 11/22/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,770,,,W1314,2010,Non-broodstock. Recap.,NB,2013_1101,11/1/13,2013,ADULT,178M/110113-38,STv3,K030048_K403_KJZ_6H
K030049,KJZ_07A,K403_07A,7A,3865,,M,,,,rest of plate typed STv3,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,480,,,W1314,2010,Non-broodstock.,NB,2013_1101,11/1/13,2013,ADULT,110113-39,STv6_HS_runSept2014,_K403_KJZ_7A_partial_10B
K030050,KJZ/07B,K403/07B,7B,3843,,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,690,,,W1314,2010,Non-broodstock.,NB,2013_1101,11/1/13,2013,ADULT,110113-50,STv3,K030050_K403_KJZ_7B
K030051,KJZ/07C,K403/07C,7C,3802,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,460,,,W1314,2010,Non-broodstock.,NB,2013_1101,11/1/13,2013,ADULT,110113-51,STv3,K030051_K403_KJZ_7C
K030052,KJZ/07D,K403/07D,7D,3775,,F,,F_29F,"broodstock, matrix v2",,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,670,,,W1314,2010,Broodstock. Recap.,B,2013_1031,10/31/13,2013,ADULT,29F,STv3,K030052_K403_KJZ_7D
K030053,KJZ/07E,K403/07E,7E,,,F,,F_24FN,"broodstock, matrix v2",spawned/mort as of 11/12/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,NONE,,,730,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,24FN,STv3,K030053_K403_KJZ_7E
K030054,KJZ/07F,K403/07F,7F,,,F,,F_26FN,"broodstock, matrix v2",spawned/mort as of 11/12/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,NONE,,,710,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,26FN,STv3,K030054_K403_KJZ_7F
K030055,KJZ/07G,K403/07G,7G,,,F,,F_27F,"broodstock, matrix v2",spawned/mort as of 11/13/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,680,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,27F,STv3,K030055_K403_KJZ_7G
K030056,KJZ/07H,K403/07H,7H,,,F,,F_30F,"broodstock, matrix v2",spawned/mort as of 11/13/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,680,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,30F,STv3,K030056_K403_KJZ_7H
K030057,KJZ/08A,K403/08A,8A,,,F,,F_31F,"broodstock, matrix v2",spawned/mort/release as of 11/20/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,720,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,31F,STv3,K030057_K403_KJZ_8A
K030058,KJZ/08B,K403/08B,8B,,,F,,F_32F,"broodstock, matrix v2",spawned/mort as of 11/13/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,670,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,32F,STv3,K030058_K403_KJZ_8B
K030059,KJZ/08C,K403/08C,8C,,,F,,F_33F,"broodstock, matrix v2",spawned/mort as of 11/13/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,740,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,33F,STv3,K030059_K403_KJZ_8C
K030060,KJZ/08D,K403/08D,8D,,,F,,F_34F,"broodstock, matrix v2",spawned/mort as of 11/13/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,700,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,34F,STv3,K030060_K403_KJZ_8D
K030061,KJZ/08E,K403/08E,8E,,,F,,F_35F,"broodstock, matrix v2",spawned/mort/release as of 11/20/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,750,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,35F,STv3,K030061_K403_KJZ_8E
K030062,KJZ/08F,K403/08F,8F,,,F,,F_36F,"broodstock, matrix v2",spawned/mort/release as of 11/20/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,670,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,36F,STv3,K030062_K403_KJZ_8F
K030063,KJZ/08G,K403/08G,8G,,,F,,F_37F,"broodstock, matrix v2",,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,710,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,37F,STv3,K030063_K403_KJZ_8G
K030064,KJZ/08H,K403/08H,8H,,,F,,F_38F,"broodstock, matrix v2",spawned/mort/release as of 11/20/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,650,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,38F,STv3,K030064_K403_KJZ_8H
K030065,KJZ/09A,K403/09A,9A,,,F,,F_40F,"broodstock, matrix v2",spawned/mort as of 11/15/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,710,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,40F,STv3,K030065_K403_KJZ_9A
K030066,KJZ/09B,K403/09B,9B,,,F,,F_41F,"broodstock, matrix v2",spawned/mort/release as of 11/20/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,710,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,41F,STv3,K030066_K403_KJZ_9B
K030067,KJZ/09C,K403/09C,9C,,,F,,F_42F,"broodstock, matrix v2",spawned/mort/release as of 11/20/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,630,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,42F,STv3,K030067_K403_KJZ_9C
K030068,KJZ/09D,K403/09D,9D,,,F,,F_43F,"broodstock, matrix v2",spawned/mort as of 11/15/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,710,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,43F,STv3,K030068_K403_KJZ_9D
K030069,KJZ/09E,K403/09E,9E,,,F,,F_44F,"broodstock, matrix v2",spawned/mort/release as of 11/20/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,740,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,44F,STv3,K030069_K403_KJZ_9E
K030070,KJZ/09F,K403/09F,9F,,,F,,F_45F,"broodstock, matrix v2",spawned/mort/release as of 11/20/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,720,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,45F,STv3,K030070_K403_KJZ_9F
K030071,KJZ/09G,K403/09G,9G,,,F,,F_46F,"broodstock, matrix v2",spawned/mort as of 11/15/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,690,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,46F,STv3,K030071_K403_KJZ_9G
K030072,KJZ/09H,K403/09H,9H,,,F,,F_47F,"broodstock, matrix v2",spawned/mort/release as of 11/20/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,720,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,47F,STv3,K030072_K403_KJZ_9H
K030073,KJZ/10A,K403/10A,10A,,,F,,F_48F,"broodstock, matrix v2",spawned/mort/release as of 11/20/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,680,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,48F,STv3,K030073_K403_KJZ_10A
K030074,KJZ/10B,K403/10B,10B,,,F,,F_49F,"broodstock, matrix v2",spawned/mort/release as of 11/20/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,680,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,49F,STv3,K030074_K403_KJZ_10B
K030075,KJZ/10C,K403/10C,10C,,,M,,M_15M,"broodstock, matrix v2",spawned/mort as of 11/13/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,650,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,15M,STv3,K030075_K403_KJZ_10C
K030076,KJZ/10D,K403/10D,10D,,,M,,M_17MJ,"broodstock, matrix v2",spawned/mort as of 11/15/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,460,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,17MJ,STv3,K030076_K403_KJZ_10D
K030077,KJZ/10E,K403/10E,10E,,,M,,M_19M,"broodstock, matrix v2",spawned/mort as of 11/13/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,720,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,19M,STv3,K030077_K403_KJZ_10E
K030078,KJZ/10F,K403/10F,10F,,,F,,F_20M,"broodstock, matrix v2",,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,710,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,20M,STv3,K030078_K403_KJZ_10F
K030079,KJZ/10G,K403/10G,10G,,,M,,M_21M,"broodstock, matrix v2",spawned/mort as of 11/12/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,640,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,21M,STv3,K030079_K403_KJZ_10G
K030080,KJZ/10H,K403/10H,10H,,,M,,M_22MJ,"broodstock, matrix v2",spawned/mort as of 11/13/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,480,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,22MJ,STv3,K030080_K403_KJZ_10H
K030081,KJZ/11A,K403/11A,11A,,,M,,M_23MJ,"broodstock, matrix v2",spawned/mort as of 11/13/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,470,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,23MJ,STv3,K030081_K403_KJZ_11A
K030082,KJZ/11B,K403/11B,11B,,,M,,M_24M,"broodstock, matrix v2",spawned/mort as of 11/12/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,720,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,24M,STv3,K030082_K403_KJZ_11B
K030083,KJZ/11C,K403/11C,11C,,,M,,M_25M,"broodstock, matrix v2",spawned/mort as of 11/12/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,680,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,25M,STv3,K030083_K403_KJZ_11C
K030084,KJZ/11D,K403/11D,11D,,,M,,M_26MJ,"broodstock, matrix v2",spawned/mort as of 11/15/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,480,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,26MJ,STv3,K030084_K403_KJZ_11D
K030085,KJZ/11E,K403/11E,11E,,,M,,M_27M,"broodstock, matrix v2",spawned/mort as of 11/12/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,730,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,27M,STv3,K030085_K403_KJZ_11E
K030086,KJZ/11F,K403/11F,11F,,,M,,M_28M,"broodstock, matrix v2",spawned/mort as of 11/12/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,740,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,28M,STv3,K030086_K403_KJZ_11F
K030087,KJZ/11G,K403/11G,11G,,,M,,M_29M,"broodstock, matrix v2",,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,680,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,29M,STv3,K030087_K403_KJZ_11G
K030088,KJZ/11H,K403/11H,11H,,,M,,M_30M,"broodstock, matrix v2",spawned/mort as of 11/13/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,700,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,30M,STv3,K030088_K403_KJZ_11H
K030089,KJZ/12A,K403/12A,12A,,,M,,M_31M,"broodstock, matrix v2",spawned/mort as of 11/12/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,630,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,31M,STv3,K030089_K403_KJZ_12A
K030090,KJZ/12B,K403/12B,12B,,,M,,M_32M,"broodstock, matrix v2",spawned/mort as of 11/12/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,620,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,32M,STv3,K030090_K403_KJZ_12B
K030091,KJZ/12C,K403/12C,12C,,,M,,M_33M,"broodstock, matrix v2",spawned/mort as of 11/12/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,640,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,33M,STv3,K030091_K403_KJZ_12C
K030092,KJZ/12D,K403/12D,12D,,,M,,M_34M,"broodstock, matrix v2",spawned/mort as of 11/13/13,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,750,,,W1314,2010,Broodstock.,B,2013_1106,11/6/13,2013,ADULT,34M,STv3,K030092_K403_KJZ_12D
