NMFS_ID,PCRloc'n,DNAloc'n,rBOXloc,PIT/Tag#,SEX(GHpsi),SEX,PIT_ID,Pop_ID,Status,FishKey_Reach,Remarks,WATERSHED,TRIB_1,TRIB_2,WATER_NAME,HATCHERY,Strain/Mark,Analysis,CrossRef,LENGTH,WEIGHT,Age,SpawnWinter,BirthYear,Notes,Hatchery.Status,STD_Date,CollectionDate,Collection Year,Lifestage,SampleID,Panel,Cross_Ref
K038951,KNP_03G,K496_03G,3G,11264,,?,,,,,,Klamath River,,,Shasta River,,,,,181,,age 1,,2012,age 1,,2014_0417,4/17/14,2014,Juvenile,SH-CO-041714-T-06,STv6,K038951_K496_KNP_3G
K038952,KNP_03H,K496_03H,3H,11286,,?,,,,,,Klamath River,,,Shasta River,,,,,160,,age 1,,2012,age 1,,2014_0417,4/17/14,2014,Juvenile,SH-CO-041714-T-07,STv6,K038952_K496_KNP_3H
K038953,KNP_04A,K496_04A,4A,11398,,?,,,,,,Klamath River,,,Shasta River,,,,,148,,age 1,,2012,age 1,,2014_0417,4/17/14,2014,Juvenile,SH-CO-041714-T-08,STv6,K038953_K496_KNP_4A
K038954,KNP_04B,K496_04B,4B,11234,,?,,,,,,Klamath River,,,Shasta River,,,,,145,,age 1,,2012,age 1,,2014_0417,4/17/14,2014,Juvenile,SH-CO-041714-T-09,STv6,K038954_K496_KNP_4B
K038955,KNP_04C,K496_04C,4C,11289,,?,,,,,,Klamath River,,,Shasta River,,,,,160,,age 1,,2012,age 1,,2014_0417,4/17/14,2014,Juvenile,SH-CO-041714-T-10,STv6,K038955_K496_KNP_4C
K038956,KNP_04D,K496_04D,4D,11299,,?,,,,,,Klamath River,,,Shasta River,,,,,143,,age 1,,2012,age 1,,2014_0418,4/18/14,2014,Juvenile,SH-CO-041814-T-01,STv6,K038956_K496_KNP_4D
K038957,KNP_04E,K496_04E,4E,11368,,?,,,,,,Klamath River,,,Shasta River,,,,,145,,age 1,,2012,age 1,,2014_0418,4/18/14,2014,Juvenile,SH-CO-041814-T-02,STv6,K038957_K496_KNP_4E
K038958,KNP_04F,K496_04F,4F,11293,,?,,,,,,Klamath River,,,Shasta River,,,,,154,,age 1,,2012,age 1,,2014_0418,4/18/14,2014,Juvenile,SH-CO-041814-T-03,STv6,K038958_K496_KNP_4F
K038959,KNP_04G,K496_04G,4G,43867,,?,,,,,,Klamath River,,,Shasta River,,,,,149,,"age 1, PIT RECAP",,2012,"age 1, PIT RECAP",,2014_0418,4/18/14,2014,Juvenile,SH-CO-041814-T-04,STv6,K038959_K496_KNP_4G
K038960,KNP_04H,K496_04H,4H,11375,,?,,,,,,Klamath River,,,Shasta River,,,,,145,,age 1,,2012,age 1,,2014_0418,4/18/14,2014,Juvenile,SH-CO-041814-T-05,STv6,K038960_K496_KNP_4H
K038961,KNP_05A,K496_05A,5A,11230,,?,,,,,,Klamath River,,,Shasta River,,,,,147,,age 1,,2012,age 1,,2014_0418,4/18/14,2014,Juvenile,SH-CO-041814-T-06,STv6,K038961_K496_KNP_5A
K038962,KNP_05B,K496_05B,5B,11280,,?,,,,,,Klamath River,,,Shasta River,,,,,140,,age 1,,2012,age 1,,2014_0418,4/18/14,2014,Juvenile,SH-CO-041814-T-07,STv6,K038962_K496_KNP_5B
K038964,KNP_05D,K496_05D,5D,11376,,?,,,,,,Klamath River,,,Shasta River,,,,,161,,age 1,,2012,age 1,,2014_0418,4/18/14,2014,Juvenile,SH-CO-041814-T-09,STv6,K038964_K496_KNP_5D
K038965,KNP_05E,K496_05E,5E,11233,,?,,,,,,Klamath River,,,Shasta River,,,,,150,,age 1,,2012,age 1,,2014_0418,4/18/14,2014,Juvenile,SH-CO-041814-T-10,STv6,K038965_K496_KNP_5E
K038966,KNP_05F,K496_05F,5F,11263,,?,,,,,,Klamath River,,,Shasta River,,,,,172,,age 1,,2012,age 1,,2014_0418,4/18/14,2014,Juvenile,SH-CO-041814-T-11,STv6,K038966_K496_KNP_5F
K038967,KNP_05G,K496_05G,5G,11211,,?,,,,,,Klamath River,,,Shasta River,,,,,146,,age 1,,2012,age 1,,2014_0419,4/19/14,2014,Juvenile,SH-CO-041914-T-01,STv6,K038967_K496_KNP_5G
K038968,KNP_05H,K496_05H,5H,11245,,?,,,,,,Klamath River,,,Shasta River,,,,,155,,age 1,,2012,age 1,,2014_0418,4/18/14,2014,Juvenile,SH-CO-041814-T-12,STv6,K038968_K496_KNP_5H
K038969,KNP_06A,K496_06A,6A,11394,,?,,,,,,Klamath River,,,Shasta River,,,,,170,,age 1,,2012,age 1,,2014_0419,4/19/14,2014,Juvenile,SH-CO-041914-T-02,STv6,K038969_K496_KNP_6A
K038970,KNP_06B,K496_06B,6B,11336,,?,,,,,,Klamath River,,,Shasta River,,,,,152,,age 1,,2012,age 1,,2014_0419,4/19/14,2014,Juvenile,SH-CO-041914-T-03,STv6,K038970_K496_KNP_6B
K038972,KNP_06D,K496_06D,6D,11676,,?,,,,,,Klamath River,,,Shasta River,,,,,160,,age 1,,2012,age 1,,2014_0419,4/19/14,2014,Juvenile,SH-CO-041914-T-05,STv6,K038972_K496_KNP_6D
K038973,KNP_06E,K496_06E,6E,11719,,?,,,,,,Klamath River,,,Shasta River,,,,,138,,age 1,,2012,age 1,,2014_0419,4/19/14,2014,Juvenile,SH-CO-041914-T-06,STv6,K038973_K496_KNP_6E
K038974,KNP_06F,K496_06F,6F,11653,,?,,,,,,Klamath River,,,Shasta River,,,,,141,,age 1,,2012,age 1,,2014_0419,4/19/14,2014,Juvenile,SH-CO-041914-T-07,STv6,K038974_K496_KNP_6F
K038975,KNP_06G,K496_06G,6G,11684,,?,,,,,,Klamath River,,,Shasta River,,,,,149,,age 1,,2012,age 1,,2014_0419,4/19/14,2014,Juvenile,SH-CO-041914-T-08,STv6,K038975_K496_KNP_6G
K038976,KNP_06H,K496_06H,6H,11611,,?,,,,,,Klamath River,,,Shasta River,,,,,187,,age 1,,2012,age 1,,2014_0419,4/19/14,2014,Juvenile,SH-CO-041914-T-09,STv6,K038976_K496_KNP_6H
K038977,KNP_07A,K496_07A,7A,11760,,?,,,,,,Klamath River,,,Shasta River,,,,,147,,age 1,,2012,age 1,,2014_0419,4/19/14,2014,Juvenile,SH-CO-041914-T-10,STv6,K038977_K496_KNP_7A_partial_1G
K038978,KNP_07B,K496_07B,7B,11756,,?,,,,,,Klamath River,,,Shasta River,,,,,153,,age 1,,2012,age 1,,2014_0419,4/19/14,2014,Juvenile,SH-CO-041914-T-11,STv6,K038978_K496_KNP_7B
K038979,KNP_07C,K496_07C,7C,11678,,?,,,,,,Klamath River,,,Shasta River,,,,,141,,age 1,,2012,age 1,,2014_0419,4/19/14,2014,Juvenile,SH-CO-041914-T-12,STv6,K038979_K496_KNP_7C
K038980,KNP_07D,K496_07D,7D,11764,,?,,,,,,Klamath River,,,Shasta River,,,,,145,,age 1,,2012,age 1,,2014_0419,4/19/14,2014,Juvenile,SH-CO-041914-T-13,STv6,K038980_K496_KNP_7D
K038981,KNP_07E,K496_07E,7E,11628,,?,,,,,,Klamath River,,,Shasta River,,,,,157,,age 1,,2012,age 1,,2014_0419,4/19/14,2014,Juvenile,SH-CO-041914-T-14,STv6,K038981_K496_KNP_7E
K038983,KNP_07G,K496_07G,7G,11727,,?,,,,,,Klamath River,,,Shasta River,,,,,140,,age 1,,2012,age 1,,2014_0421,4/21/14,2014,Juvenile,SH-CO-042114-T-02,STv6,K038983_K496_KNP_7G
K038984,KNP_07H,K496_07H,7H,11641,,?,,,,,,Klamath River,,,Shasta River,,,,,140,,age 1,,2012,age 1,,2014_0422,4/22/14,2014,Juvenile,SH-CO-042214-T-01,STv6,K038984_K496_KNP_7H
K038985,KNP_08A,K496_08A,8A,11749,,?,,,,,,Klamath River,,,Shasta River,,,,,138,,age 1,,2012,age 1,,2014_0422,4/22/14,2014,Juvenile,SH-CO-042214-T-02,STv6,K038985_K496_KNP_8A
K038986,KNP_08B,K496_08B,8B,11731,,?,,,,,,Klamath River,,,Shasta River,,,,,145,,age 1,,2012,age 1,,2014_0422,4/22/14,2014,Juvenile,SH-CO-042214-T-03,STv6,K038986_K496_KNP_8B
K038987,KNP_08C,K496_08C,8C,11603,,?,,,,,,Klamath River,,,Shasta River,,,,,154,,age 1,,2012,age 1,,2014_0422,4/22/14,2014,Juvenile,SH-CO-042214-T-04,STv6,K038987_K496_KNP_8C
K038988,KNP_08D,K496_08D,8D,11762,,?,,,,,,Klamath River,,,Shasta River,,,,,153,,age 1,,2012,age 1,,2014_0422,4/22/14,2014,Juvenile,SH-CO-042214-T-05,STv6,K038988_K496_KNP_8D
K038989,KNP_08E,K496_08E,8E,11715,,?,,,,,,Klamath River,,,Shasta River,,,,,142,,age 1,,2012,age 1,,2014_0422,4/22/14,2014,Juvenile,SH-CO-042214-T-06,STv6,K038989_K496_KNP_8E
K038990,KNP_08F,K496_08F,8F,11751,,?,,,,,,Klamath River,,,Shasta River,,,,,138,,age 1,,2012,age 1,,2014_0422,4/22/14,2014,Juvenile,SH-CO-042214-T-07,STv6,K038990_K496_KNP_8F
K038991,KNP_08G,K496_08G,8G,11766,,?,,,,,,Klamath River,,,Shasta River,,,,,131,,age 1,,2012,age 1,,2014_0422,4/22/14,2014,Juvenile,SH-CO-042214-T-08,STv6,K038991_K496_KNP_8G
K038992,KNP_08H,K496_08H,8H,11693,,?,,,,,,Klamath River,,,Shasta River,,,,,155,,age 1,,2012,age 1,,2014_0422,4/22/14,2014,Juvenile,SH-CO-042214-T-09,STv6,K038992_K496_KNP_8H
K038993,KNP_09A,K496_09A,9A,9.00E+14,,?,,,,,,Klamath River,,,Shasta River,,,,,146,,"age 1, PIT RECAP",,2012,"age 1, PIT RECAP",,2014_0422,4/22/14,2014,Juvenile,SH-CO-042214-T-10,STv6,K038993_K496_KNP_9A
K038994,KNP_09B,K496_09B,9B,9.89E+14,,?,,,,,,Klamath River,,,Shasta River,,,,,145,,"age 1, PIT RECAP",,2012,"age 1, PIT RECAP",,2014_0422,4/22/14,2014,Juvenile,SH-CO-042214-T-11,STv6,K038994_K496_KNP_9B
K038995,KNP_09C,K496_09C,9C,11629,,?,,,,,,Klamath River,,,Shasta River,,,,,131,,age 1,,2012,age 1,,2014_0423,4/23/14,2014,Juvenile,SH-CO-042314-T-01,STv6,K038995_K496_KNP_9C
K038996,KNP_09D,K496_09D,9D,11793,,?,,,,,,Klamath River,,,Shasta River,,,,,144,,age 1,,2012,age 1,,2014_0423,4/23/14,2014,Juvenile,SH-CO-042314-T-02,STv6,K038996_K496_KNP_9D
K038997,KNP_09E,K496_09E,9E,11613,,?,,,,,,Klamath River,,,Shasta River,,,,,132,,"age 1, IGH/LM - PIT mistakenly APPL",,2012,"age 1, IGH/LM - PIT mistakenly APPL",,2014_0423,4/23/14,2014,Juvenile,SH-CO-042314-T-03,STv6,K038997_K496_KNP_9E
K038998,KNP_09F,K496_09F,9F,11630,,?,,,,,,Klamath River,,,Shasta River,,,,,145,,age 1,,2012,age 1,,2014_0423,4/23/14,2014,Juvenile,SH-CO-042314-T-04,STv6,K038998_K496_KNP_9F
K038999,KNP_09G,K496_09G,9G,11777,,?,,,,,,Klamath River,,,Shasta River,,,,,127,,"age 1, IGH/LM - PIT mistakenly APPL",,2012,"age 1, IGH/LM - PIT mistakenly APPL",,2014_0423,4/23/14,2014,Juvenile,SH-CO-042314-T-05,STv6,K038999_K496_KNP_9G
K039000,KNP_09H,K496_09H,9H,11723,,?,,,,,,Klamath River,,,Shasta River,,,,,163,,age 1,,2012,age 1,,2014_0423,4/23/14,2014,Juvenile,SH-CO-042314-T-06,STv6,K039000_K496_KNP_9H
K039001,KNP_10A,K496_10A,10A,11735,,?,,,,,,Klamath River,,,Shasta River,,,,,152,,age 1,,2012,age 1,,2014_0423,4/23/14,2014,Juvenile,SH-CO-042314-T-07,STv6,K039001_K496_KNP_10A
K039002,KNP_10B,K496_10B,10B,11646,,?,,,,,,Klamath River,,,Shasta River,,,,,145,,age 1,,2012,age 1,,2014_0423,4/23/14,2014,Juvenile,SH-CO-042314-T-08,STv6,K039002_K496_KNP_10B
K039003,KNP_10C,K496_10C,10C,11714,,?,,,,,,Klamath River,,,Shasta River,,,,,152,,age 1,,2012,age 1,,2014_0423,4/23/14,2014,Juvenile,SH-CO-042314-T-09,STv6,K039003_K496_KNP_10C
K039004,KNP_10D,K496_10D,10D,11673,,?,,,,,,Klamath River,,,Shasta River,,,,,160,,age 1,,2012,age 1,,2014_0423,4/23/14,2014,Juvenile,SH-CO-042314-T-10,STv6,K039004_K496_KNP_10D
K039005,KNP_10E,K496_10E,10E,11672,,?,,,,,,Klamath River,,,Shasta River,,,,,153,,age 1,,2012,age 1,,2014_0423,4/23/14,2014,Juvenile,SH-CO-042314-T-11,STv6,K039005_K496_KNP_10E
K039006,KNP_10F,K496_10F,10F,11633,,?,,,,,,Klamath River,,,Shasta River,,,,,150,,age 1,,2012,age 1,,2014_0423,4/23/14,2014,Juvenile,SH-CO-042314-T-12,STv6,K039006_K496_KNP_10F
K039007,KNP_10G,K496_10G,10G,11617,,?,,,,,,Klamath River,,,Shasta River,,,,,146,,age 1,,2012,age 1,,2014_0423,4/23/14,2014,Juvenile,SH-CO-042314-T-13,STv6,K039007_K496_KNP_10G
K039008,KNP_10H,K496_10H,10H,11763,,?,,,,,,Klamath River,,,Shasta River,,,,,130,,age 1,,2012,age 1,,2014_0423,4/23/14,2014,Juvenile,SH-CO-042314-T-14,STv6,K039008_K496_KNP_10H
K039009,KNP_11A,K496_11A,11A,11710,,?,,,,,,Klamath River,,,Shasta River,,,,,145,,age 1,,2012,age 1,,2014_0423,4/23/14,2014,Juvenile,SH-CO-042314-T-15,STv6,K039009_K496_KNP_11A
K039010,KNP_11B,K496_11B,11B,,,?,,,,,,Klamath River,,,Shasta River,,,,,149,,"age 1, NO PIT APPL",,2012,"age 1, NO PIT APPL",,2014_0424,4/24/14,2014,Juvenile,SH-CO-042414-T-01,STv6,K039010_K496_KNP_11B
K039011,KNP_11C,K496_11C,11C,11622,,?,,,,,,Klamath River,,,Shasta River,,,,,139,,age 1,,2012,age 1,,2014_0424,4/24/14,2014,Juvenile,SH-CO-042414-T-02,STv6,K039011_K496_KNP_11C
K039012,KNP_11D,K496_11D,11D,11654,,?,,,,,,Klamath River,,,Shasta River,,,,,135,,age 1,,2012,age 1,,2014_0424,4/24/14,2014,Juvenile,SH-CO-042414-T-03,STv6,K039012_K496_KNP_11D
K039013,KNP_11E,K496_11E,11E,11697,,?,,,,,,Klamath River,,,Shasta River,,,,,135,,age 1,,2012,age 1,,2014_0424,4/24/14,2014,Juvenile,SH-CO-042414-T-04,STv6,K039013_K496_KNP_11E
K039014,KNP_11F,K496_11F,11F,12687,,?,,,,,,Klamath River,,,Shasta River,,,,,153,,age 1,,2012,age 1,,2014_0424,4/24/14,2014,Juvenile,SH-CO-042414-T-05,STv6,K039014_K496_KNP_11F
K039015,KNP_11G,K496_11G,11G,12663,,?,,,,,,Klamath River,,,Shasta River,,,,,142,,age 1,,2012,age 1,,2014_0424,4/24/14,2014,Juvenile,SH-CO-042414-T-06,STv6,K039015_K496_KNP_11G
K039016,KNP_11H,K496_11H,11H,12724,,?,,,,,,Klamath River,,,Shasta River,,,,,144,,age 1,,2012,age 1,,2014_0424,4/24/14,2014,Juvenile,SH-CO-042414-T-07,STv6,K039016_K496_KNP_11H
K039017,KNP_12A,K496_12A,12A,12693,,?,,,,,,Klamath River,,,Shasta River,,,,,135,,age 1,,2012,age 1,,2014_0424,4/24/14,2014,Juvenile,SH-CO-042414-T-08,STv6,K039017_K496_KNP_12A
K039018,KNP_12B,K496_12B,12B,12708,,?,,,,,,Klamath River,,,Shasta River,,,,,158,,age 1,,2012,age 1,,2014_0424,4/24/14,2014,Juvenile,SH-CO-042414-T-09,STv6,K039018_K496_KNP_12B
K039019,KNP_12C,K496_12C,12C,12657,,?,,,,,,Klamath River,,,Shasta River,,,,,135,,age 1,,2012,age 1,,2014_0424,4/24/14,2014,Juvenile,SH-CO-042414-T-10,STv6,K039019_K496_KNP_12C
K039020,KNP_12D,K496_12D,12D,9.00E+14,,?,,,,,,Klamath River,,,Shasta River,,,,,146,,"age 1, PIT RECAP",,2012,"age 1, PIT RECAP",,2014_0424,4/24/14,2014,Juvenile,SH-CO-042414-T-11,STv6,K039020_K496_KNP_12D
K039021,KNP_12E,K496_12E,12E,12658,,?,,,,,,Klamath River,,,Shasta River,,,,,136,,age 1,,2012,age 1,,2014_0424,4/24/14,2014,Juvenile,SH-CO-042414-T-12,STv6,K039021_K496_KNP_12E
K039023,KNP_12G,K496_12G,12G,12777,,?,,,,,,Klamath River,,,Shasta River,,,,,140,,age 1,,2012,age 1,,2014_0425,4/25/14,2014,Juvenile,SH-CO-042514-T-01,STv6,K039023_K496_KNP_12G
K039024,KNP_12H,K496_12H,12H,12719,,?,,,,,,Klamath River,,,Shasta River,,,,,142,,age 1,,2012,age 1,,2014_0425,4/25/14,2014,Juvenile,SH-CO-042514-T-02,STv6,K039024_K496_KNP_12H
K039025,KNQ_01A,K497_01A,1A,12733,,?,,,,,,Klamath River,,,Shasta River,,,,,146,,age 1,,2012,age 1,,2014_0425,4/25/14,2014,Juvenile,SH-CO-042514-T-03,STv6,K039025_K497_KNQ_1A_partial_1H
K039027,KNQ_01C,K497_01C,1C,12712,,?,,,,,,Klamath River,,,Shasta River,,,,,149,,age 1,,2012,age 1,,2014_0425,4/25/14,2014,Juvenile,SH-CO-042514-T-05,STv6,K039027_K497_KNQ_1C
K039028,KNQ_01D,K497_01D,1D,12726,,?,,,,,,Klamath River,,,Shasta River,,,,,132,,age 1,,2012,age 1,,2014_0425,4/25/14,2014,Juvenile,SH-CO-042514-T-06,STv6,K039028_K497_KNQ_1D
K039029,KNQ_01E,K497_01E,1E,12748,,?,,,,,,Klamath River,,,Shasta River,,,,,138,,age 1,,2012,age 1,,2014_0425,4/25/14,2014,Juvenile,SH-CO-042514-T-07,STv6,K039029_K497_KNQ_1E
K039030,KNQ_01F,K497_01F,1F,12634,,?,,,,,,Klamath River,,,Shasta River,,,,,165,,age 1,,2012,age 1,,2014_0425,4/25/14,2014,Juvenile,SH-CO-042514-T-08,STv6,K039030_K497_KNQ_1F
K039031,KNQ_01G,K497_01G,1G,12741,,?,,,,,,Klamath River,,,Shasta River,,,,,147,,age 1,,2012,age 1,,2014_0425,4/25/14,2014,Juvenile,SH-CO-042514-T-09,STv6,K039031_K497_KNQ_1G
K039034,KNQ_02B,K497_02B,2B,12617,,?,,,,,,Klamath River,,,Shasta River,,,,,159,,age 1,,2012,age 1,,2014_0425,4/25/14,2014,Juvenile,SH-CO-042514-T-12,STv6,K039034_K497_KNQ_2B
K039035,KNQ_02C,K497_02C,2C,12647,,?,,,,,,Klamath River,,,Shasta River,,,,,142,,age 1,,2012,age 1,,2014_0426,4/26/14,2014,Juvenile,SH-CO-042614-T-01,STv6,K039035_K497_KNQ_2C
K039036,KNQ_02D,K497_02D,2D,12638,,?,,,,,,Klamath River,,,Shasta River,,,,,120,,age 1,,2012,age 1,,2014_0426,4/26/14,2014,Juvenile,SH-CO-042614-T-02,STv6,K039036_K497_KNQ_2D
K039037,KNQ_02E,K497_02E,2E,12778,,?,,,,,,Klamath River,,,Shasta River,,,,,154,,age 1,,2012,age 1,,2014_0426,4/26/14,2014,Juvenile,SH-CO-042614-T-03,STv6,K039037_K497_KNQ_2E
K039038,KNQ_02F,K497_02F,2F,12665,,?,,,,,,Klamath River,,,Shasta River,,,,,143,,age 1,,2012,age 1,,2014_0426,4/26/14,2014,Juvenile,SH-CO-042614-T-04,STv6,K039038_K497_KNQ_2F
K039039,KNQ_02G,K497_02G,2G,12740,,?,,,,,,Klamath River,,,Shasta River,,,,,135,,age 1,,2012,age 1,,2014_0426,4/26/14,2014,Juvenile,SH-CO-042614-T-05,STv6,K039039_K497_KNQ_2G
K039040,KNQ_02H,K497_02H,2H,12632,,?,,,,,,Klamath River,,,Shasta River,,,,,167,,age 1,,2012,age 1,,2014_0426,4/26/14,2014,Juvenile,SH-CO-042614-T-06,STv6,K039040_K497_KNQ_2H
K039041,KNQ_03A,K497_03A,3A,12682,,?,,,,,,Klamath River,,,Shasta River,,,,,136,,age 1,,2012,age 1,,2014_0426,4/26/14,2014,Juvenile,SH-CO-042614-T-07,STv6,K039041_K497_KNQ_3A
K039042,KNQ_03B,K497_03B,3B,12790,,?,,,,,,Klamath River,,,Shasta River,,,,,138,,age 1,,2012,age 1,,2014_0426,4/26/14,2014,Juvenile,SH-CO-042614-T-08,STv6,K039042_K497_KNQ_3B
K039044,KNQ_03D,K497_03D,3D,12613,,?,,,,,,Klamath River,,,Shasta River,,,,,150,,age 1,,2012,age 1,,2014_0426,4/26/14,2014,Juvenile,SH-CO-042614-T-10,STv6,K039044_K497_KNQ_3D
K039045,KNQ_03E,K497_03E,3E,12694,,?,,,,,,Klamath River,,,Shasta River,,,,,142,,age 1,,2012,age 1,,2014_0426,4/26/14,2014,Juvenile,SH-CO-042614-T-11,STv6,K039045_K497_KNQ_3E
K039046,KNQ_03F,K497_03F,3F,12676,,?,,,,,,Klamath River,,,Shasta River,,,,,166,,age 1,,2012,age 1,,2014_0426,4/26/14,2014,Juvenile,SH-CO-042614-T-12,STv6,K039046_K497_KNQ_3F
K039047,KNQ_03G,K497_03G,3G,12725,,?,,,,,,Klamath River,,,Shasta River,,,,,158,,age 1,,2012,age 1,,2014_0428,4/28/14,2014,Juvenile,SH-CO-042814-T-01,STv6,K039047_K497_KNQ_3G
K039048,KNQ_03H,K497_03H,3H,12620,,?,,,,,,Klamath River,,,Shasta River,,,,,150,,age 1,,2012,age 1,,2014_0428,4/28/14,2014,Juvenile,SH-CO-042814-T-02,STv6,K039048_K497_KNQ_3H
K039049,KNQ_04A,K497_04A,4A,12601,,?,,,,,,Klamath River,,,Shasta River,,,,,143,,age 1,,2012,age 1,,2014_0428,4/28/14,2014,Juvenile,SH-CO-042814-T-03,STv6,K039049_K497_KNQ_4A
K039050,KNQ_04B,K497_04B,4B,12629,,?,,,,,,Klamath River,,,Shasta River,,,,,146,,age 1,,2012,age 1,,2014_0428,4/28/14,2014,Juvenile,SH-CO-042814-T-04,STv6,K039050_K497_KNQ_4B
K039052,KNQ_04D,K497_04D,4D,12720,,?,,,,,,Klamath River,,,Shasta River,,,,,140,,age 1,,2012,age 1,,2014_0428,4/28/14,2014,Juvenile,SH-CO-042814-T-06,STv6,K039052_K497_KNQ_4D
K039053,KNQ_04E,K497_04E,4E,12781,,?,,,,,,Klamath River,,,Shasta River,,,,,149,,age 1,,2012,age 1,,2014_0428,4/28/14,2014,Juvenile,SH-CO-042814-T-07,STv6,K039053_K497_KNQ_4E
K039054,KNQ_04F,K497_04F,4F,12616,,?,,,,,,Klamath River,,,Shasta River,,,,,154,,age 1,,2012,age 1,,2014_0428,4/28/14,2014,Juvenile,SH-CO-042814-T-08,STv6,K039054_K497_KNQ_4F
K039055,KNQ_04G,K497_04G,4G,12757,,?,,,,,,Klamath River,,,Shasta River,,,,,156,,age 1,,2012,age 1,,2014_0428,4/28/14,2014,Juvenile,SH-CO-042814-T-09,STv6,K039055_K497_KNQ_4G
K039056,KNQ_04H,K497_04H,4H,12668,,?,,,,,,Klamath River,,,Shasta River,,,,,133,,age 1,,2012,age 1,,2014_0429,4/29/14,2014,Juvenile,SH-CO-042914-T-02,STv6,K039056_K497_KNQ_4H
K039057,KNQ_05A,K497_05A,5A,12734,,?,,,,,,Klamath River,,,Shasta River,,,,,149,,age 1,,2012,age 1,,2014_0429,4/29/14,2014,Juvenile,SH-CO-042914-T-03,STv6,K039057_K497_KNQ_5A
K039059,KNQ_05C,K497_05C,5C,12775,,?,,,,,,Klamath River,,,Shasta River,,,,,139,,age 1,,2012,age 1,,2014_0429,4/29/14,2014,Juvenile,SH-CO-042914-T-05,STv6,K039059_K497_KNQ_5C
K039060,KNQ_05D,K497_05D,5D,12782,,?,,,,,,Klamath River,,,Shasta River,,,,,141,,age 1,,2012,age 1,,2014_0429,4/29/14,2014,Juvenile,SH-CO-042914-T-06,STv6,K039060_K497_KNQ_5D
K039061,KNQ_05E,K497_05E,5E,12739,,?,,,,,,Klamath River,,,Shasta River,,,,,133,,age 1,,2012,age 1,,2014_0430,4/30/14,2014,Juvenile,SH-CO-043014-T-01,STv6,K039061_K497_KNQ_5E
K039062,KNQ_05F,K497_05F,5F,12709,,?,,,,,,Klamath River,,,Shasta River,,,,,144,,age 1,,2012,age 1,,2014_0430,4/30/14,2014,Juvenile,SH-CO-043014-T-02,STv6,K039062_K497_KNQ_5F
K039063,KNQ_05G,K497_05G,5G,12611,,?,,,,,,Klamath River,,,Shasta River,,,,,138,,age 1,,2012,age 1,,2014_0430,4/30/14,2014,Juvenile,SH-CO-043014-T-03,STv6,K039063_K497_KNQ_5G
K039064,KNQ_05H,K497_05H,5H,12680,,?,,,,,,Klamath River,,,Shasta River,,,,,147,,age 1,,2012,age 1,,2014_0430,4/30/14,2014,Juvenile,SH-CO-043014-T-04,STv6,K039064_K497_KNQ_5H
K039065,KNQ_06A,K497_06A,6A,12690,,?,,,,,,Klamath River,,,Shasta River,,,,,133,,age 1,,2012,age 1,,2014_0430,4/30/14,2014,Juvenile,SH-CO-043014-T-05,STv6,K039065_K497_KNQ_6A
K039066,KNQ_06B,K497_06B,6B,12662,,?,,,,,,Klamath River,,,Shasta River,,,,,138,,age 1,,2012,age 1,,2014_0430,4/30/14,2014,Juvenile,SH-CO-043014-T-06,STv6,K039066_K497_KNQ_6B
K039067,KNQ_06C,K497_06C,6C,50164,,?,,,,,,Klamath River,,,Shasta River,,,,,131,,age 1,,2012,age 1,,2014_0501,5/1/14,2014,Juvenile,SH-CO-050114-T-01,STv6,K039067_K497_KNQ_6C
K039068,KNQ_06D,K497_06D,6D,12685,,?,,,,,,Klamath River,,,Shasta River,,,,,149,,age 1,,2012,age 1,,2014_0501,5/1/14,2014,Juvenile,SH-CO-050114-T-02,STv6,K039068_K497_KNQ_6D
K039069,KNQ_06E,K497_06E,6E,13300,,?,,,,,,Klamath River,,,Shasta River,,,,,136,,age 1,,2012,age 1,,2014_0501,5/1/14,2014,Juvenile,SH-CO-050114-T-03,STv6,K039069_K497_KNQ_6E
K039070,KNQ_06F,K497_06F,6F,12791,,?,,,,,,Klamath River,,,Shasta River,,,,,146,,age 1,,2012,age 1,,2014_0501,5/1/14,2014,Juvenile,SH-CO-050114-T-04,STv6,K039070_K497_KNQ_6F
K039071,KNQ_06G,K497_06G,6G,12704,,?,,,,,,Klamath River,,,Shasta River,,,,,139,,age 1,,2012,age 1,,2014_0502,5/2/14,2014,Juvenile,SH-CO-050214-T-01,STv6,K039071_K497_KNQ_6G
K039072,KNQ_06H,K497_06H,6H,12699,,?,,,,,,Klamath River,,,Shasta River,,,,,144,,age 1,,2012,age 1,,2014_0502,5/2/14,2014,Juvenile,SH-CO-050214-T-02,STv6,K039072_K497_KNQ_6H
K039073,KNQ_07A,K497_07A,7A,12696,,?,,,,,,Klamath River,,,Shasta River,,,,,138,,age 1,,2012,age 1,,2014_0505,5/5/14,2014,Juvenile,SH-CO-050514-T-01,STv6,K039073_K497_KNQ_7A_partial_2A
K039074,KNQ_07B,K497_07B,7B,12672,,?,,,,,,Klamath River,,,Shasta River,,,,,144,,"age 1, PIT RECAP",,2012,"age 1, PIT RECAP",,2014_0505,5/5/14,2014,Juvenile,SH-CO-050514-T-02,STv6,K039074_K497_KNQ_7B
